"","...1","Time","No3","O2","Q","WT","WL","PH","EL","date"
"3810",344660,2017-03-23 10:52:00,10.24387,NA,6.12,8.04,10.88031,8.123333,950.9167,2017-03-23
"3811",344661,2017-03-23 11:02:00,10.24578,NA,6.12,8.0725,10.87969,8.125417,951.75,2017-03-23
"3812",344662,2017-03-23 11:12:00,10.24768,NA,6.12,8.107083,10.88146,8.127083,950,2017-03-23
"3813",344663,2017-03-23 11:22:00,10.2476,NA,6.12,8.142917,10.88125,8.129167,951.7083,2017-03-23
"3814",344664,2017-03-23 11:32:00,10.24957,NA,6.13,8.177083,10.88458,8.130417,951.5417,2017-03-23
"3815",344665,2017-03-23 11:42:00,10.25347,NA,6.12,8.208333,10.8826,8.132083,951.5,2017-03-23
"3816",344666,2017-03-23 11:52:00,10.25159,NA,6.13,8.235,10.88615,8.1325,951.0833,2017-03-23
"3817",344667,2017-03-23 12:02:00,10.25235,NA,6.13,8.257917,10.88594,8.1325,951.3333,2017-03-23
"3818",344668,2017-03-23 12:12:00,10.25187,NA,6.13,8.279583,10.88396,8.1325,951.2083,2017-03-23
"3819",344669,2017-03-23 12:22:00,10.25199,NA,6.13,8.30125,10.88562,8.132083,950.875,2017-03-23
"3820",344670,2017-03-23 12:32:00,10.24575,NA,6.13,8.320833,10.88344,8.131667,950.7083,2017-03-23
"3821",344671,2017-03-23 12:42:00,10.24589,NA,6.13,8.337917,10.88677,8.13125,951.0833,2017-03-23
"3822",344672,2017-03-23 12:52:00,10.24681,NA,6.13,8.349583,10.88677,8.13,952.1667,2017-03-23
"3823",344673,2017-03-23 13:02:00,10.24777,NA,6.13,8.355,10.88698,8.1275,952.5,2017-03-23
"3824",344674,2017-03-23 13:12:00,10.24658,NA,6.13,8.355833,10.88646,8.125,953.7083,2017-03-23
"3825",344675,2017-03-23 13:22:00,10.24557,NA,6.13,8.354167,10.88604,8.122083,952.375,2017-03-23
"3826",344676,2017-03-23 13:32:00,10.24483,NA,6.13,8.3525,10.88615,8.119583,952.5417,2017-03-23
"3827",344677,2017-03-23 13:42:00,10.24312,NA,6.13,8.350833,10.88781,8.116667,952.4583,2017-03-23
"3828",344678,2017-03-23 13:52:00,10.24198,NA,6.13,8.349167,10.88573,8.114583,951.625,2017-03-23
"3829",344679,2017-03-23 14:02:00,10.23591,NA,6.13,8.345,10.88552,8.1125,950.5417,2017-03-23
"3830",344680,2017-03-23 14:12:00,10.23161,NA,6.13,8.3375,10.88896,8.109583,950.5833,2017-03-23
"3831",344681,2017-03-23 14:22:00,10.22948,NA,6.13,8.32625,10.88677,8.107083,949.625,2017-03-23
"3832",344682,2017-03-23 14:32:00,10.23125,NA,6.13,8.314583,10.88896,8.104167,949.1667,2017-03-23
"3833",344683,2017-03-23 14:42:00,10.22322,NA,6.13,8.300417,10.88687,8.100833,948.5,2017-03-23
"3834",344684,2017-03-23 14:52:00,10.21622,NA,6.13,8.284583,10.88854,8.097917,947.5833,2017-03-23
"3835",344685,2017-03-23 15:02:00,10.21693,NA,6.13,8.265417,10.88667,8.094583,947.25,2017-03-23
"3836",344686,2017-03-23 15:12:00,10.21622,NA,6.12,8.242917,10.88208,8.090833,946.5833,2017-03-23
"3837",344687,2017-03-23 15:22:00,10.21725,NA,6.12,8.217083,10.88125,8.086667,947.0417,2017-03-23
"3838",344688,2017-03-23 15:32:00,10.21377,NA,6.12,8.189167,10.87698,8.082083,947.1667,2017-03-23
"3839",344689,2017-03-23 15:42:00,10.20991,NA,6.12,8.16,10.87906,8.077917,947.4167,2017-03-23
"3840",344690,2017-03-23 15:52:00,10.20711,NA,6.11,8.13,10.8725,8.073333,947.5833,2017-03-23
"3841",344691,2017-03-23 16:02:00,10.20942,NA,6.11,8.099583,10.86875,8.069167,947.125,2017-03-23
"3842",344692,2017-03-23 16:12:00,10.20999,NA,6.09,8.069583,10.85812,8.065833,947.5833,2017-03-23
"3843",344693,2017-03-23 16:22:00,10.21203,NA,6.09,8.039583,10.85292,8.062083,947.4583,2017-03-23
"3844",344694,2017-03-23 16:32:00,10.20903,NA,6.08,8.008333,10.84625,8.058333,947.2917,2017-03-23
"3845",344695,2017-03-23 16:42:00,10.20884,NA,6.07,7.978333,10.84344,8.055,947.125,2017-03-23
"3846",344696,2017-03-23 16:52:00,10.20484,NA,6.07,7.9475,10.83833,8.051667,946.9583,2017-03-23
"3847",344697,2017-03-23 17:02:00,10.19814,NA,6.06,7.917917,10.83302,8.049167,946.8333,2017-03-23
"3848",344698,2017-03-23 17:12:00,10.19848,NA,6.05,7.88875,10.82896,8.046667,946.0417,2017-03-23
"3849",344699,2017-03-23 17:22:00,10.19877,NA,6.04,7.86125,10.82083,8.044583,945.0417,2017-03-23
"3850",344700,2017-03-23 17:32:00,10.20196,NA,6.04,7.83375,10.81906,8.042917,945.7083,2017-03-23
"3851",344701,2017-03-23 17:42:00,10.20794,NA,6.03,7.806667,10.80979,8.040833,945.5833,2017-03-23
"3852",344702,2017-03-23 17:52:00,10.20656,NA,6.03,7.780417,10.81146,8.039167,946.5417,2017-03-23
"3853",344703,2017-03-23 18:02:00,10.20648,NA,6.02,7.755,10.80542,8.0375,947,2017-03-23
"3854",344704,2017-03-23 18:12:00,10.20802,NA,6.02,7.730417,10.80365,8.035833,946.4583,2017-03-23
"3855",344705,2017-03-23 18:22:00,10.21081,NA,6.01,7.707083,10.79521,8.034583,947.9583,2017-03-23
"3856",344706,2017-03-23 18:32:00,10.21715,NA,6,7.685,10.7875,8.03375,948.75,2017-03-23
"3857",344707,2017-03-23 18:42:00,10.22237,NA,5.99,7.663333,10.77906,8.0325,949.0417,2017-03-23
"3858",344708,2017-03-23 18:52:00,10.22949,NA,5.99,7.64375,10.77604,8.03125,949.9167,2017-03-23
"3859",344709,2017-03-23 19:02:00,10.23116,NA,5.98,7.624167,10.77104,8.030417,950.1667,2017-03-23
"3860",344710,2017-03-23 19:12:00,10.23307,NA,5.97,7.605417,10.7676,8.03,951.2083,2017-03-23
"3861",344711,2017-03-23 19:22:00,10.23547,NA,5.97,7.586667,10.76479,8.029583,951.9583,2017-03-23
"3862",344712,2017-03-23 19:32:00,10.23567,NA,5.96,7.56875,10.75625,8.029167,952.0833,2017-03-23
"3863",344713,2017-03-23 19:42:00,10.23372,NA,5.95,7.550833,10.75,8.029167,953.125,2017-03-23
"3864",344714,2017-03-23 19:52:00,10.24367,NA,5.94,7.532083,10.74146,8.029167,952.9583,2017-03-23
"3865",344715,2017-03-23 20:02:00,10.24529,NA,5.93,7.5125,10.73656,8.029167,953.875,2017-03-23
"3866",344716,2017-03-23 20:12:00,10.24609,NA,5.93,7.49,10.73177,8.02875,954.0417,2017-03-23
"3867",344717,2017-03-23 20:22:00,10.24384,NA,5.92,7.465,10.72833,8.027917,953.25,2017-03-23
"3868",344718,2017-03-23 20:32:00,10.24695,NA,5.92,7.437083,10.72552,8.027083,953,2017-03-23
"3869",344719,2017-03-23 20:42:00,10.24978,NA,5.91,7.407917,10.71969,8.026667,953.9167,2017-03-23
"3870",344720,2017-03-23 20:52:00,10.25373,NA,5.9,7.37625,10.7126,8.026667,953.1667,2017-03-23
"3871",344721,2017-03-23 21:02:00,10.26414,NA,5.9,7.342917,10.71125,8.025833,953.9583,2017-03-23
"3872",344722,2017-03-23 21:12:00,10.2688,NA,5.9,7.308333,10.70646,8.025417,953.9583,2017-03-23
"3873",344723,2017-03-23 21:22:00,10.26872,NA,5.89,7.2725,10.70115,8.025,954.0417,2017-03-23
"3874",344724,2017-03-23 21:32:00,10.27424,NA,5.89,7.234583,10.70365,8.024583,953.7917,2017-03-23
"3875",344725,2017-03-23 21:42:00,10.27547,NA,5.89,7.195417,10.69906,8.024167,954.5417,2017-03-23
"3876",344726,2017-03-23 21:52:00,10.2717,NA,5.88,7.155833,10.69771,8.02375,954.7917,2017-03-23
"3877",344727,2017-03-23 22:02:00,10.27523,NA,5.88,7.114583,10.69406,8.023333,955.375,2017-03-23
"3878",344728,2017-03-23 22:12:00,10.27999,NA,5.88,7.072083,10.6926,8.023333,956.375,2017-03-23
"3879",344729,2017-03-23 22:22:00,10.28165,NA,5.87,7.0275,10.6876,8.023333,956.25,2017-03-23
"3880",344730,2017-03-23 22:32:00,10.28153,NA,5.87,6.980833,10.68281,8.0225,957.3333,2017-03-23
"3881",344731,2017-03-23 22:42:00,10.28776,NA,5.86,6.93125,10.68198,8.022083,956.75,2017-03-23
"3882",344732,2017-03-23 22:52:00,10.28847,NA,5.86,6.88125,10.6751,8.02125,957.5833,2017-03-23
"3883",344733,2017-03-23 23:02:00,10.28601,NA,5.85,6.83,10.66927,8.020833,957.125,2017-03-23
"3884",344734,2017-03-23 23:12:00,10.28657,NA,5.85,6.77625,10.67,8.02,958.0417,2017-03-23
"3885",344735,2017-03-23 23:22:00,10.29061,NA,5.85,6.722083,10.66708,8.019583,959.5,2017-03-23
"3886",344736,2017-03-23 23:32:00,10.2886,NA,5.83,6.668333,10.6575,8.019583,959.9167,2017-03-23
"3887",344737,2017-03-23 23:42:00,10.28887,NA,5.84,6.614167,10.66188,8.019583,958.7083,2017-03-23
"3888",344738,2017-03-23 23:52:00,10.29073,NA,5.84,6.558333,10.6601,8.019167,960,2017-03-23
"3889",344739,2017-03-24 00:02:00,10.29054,NA,5.84,6.50375,10.66448,8.019167,959.7917,2017-03-24
"3890",344740,2017-03-24 00:12:00,10.29238,NA,5.84,6.450417,10.66354,8.019167,960.8333,2017-03-24
"3891",344741,2017-03-24 00:22:00,10.29303,NA,5.85,6.39875,10.66906,8.019583,961.5417,2017-03-24
"3892",344742,2017-03-24 00:32:00,10.29033,NA,5.85,6.349583,10.66938,8.020833,961.0833,2017-03-24
"3893",344743,2017-03-24 00:42:00,10.29122,NA,5.85,6.302083,10.67031,8.02125,961.7917,2017-03-24
"3894",344744,2017-03-24 00:52:00,10.29662,NA,5.85,6.255,10.6726,8.0225,961.875,2017-03-24
"3895",344745,2017-03-24 01:02:00,10.29608,NA,5.85,6.21,10.67229,8.02375,961.75,2017-03-24
"3896",344746,2017-03-24 01:12:00,10.29497,NA,5.84,6.1675,10.66458,8.024583,962,2017-03-24
"3897",344747,2017-03-24 01:22:00,10.29493,NA,5.85,6.125,10.66917,8.025417,961.6667,2017-03-24
"3898",344748,2017-03-24 01:32:00,10.29557,NA,5.86,6.084167,10.67646,8.025833,963,2017-03-24
"3899",344749,2017-03-24 01:42:00,10.29736,NA,5.86,6.045417,10.67656,8.026667,964.0417,2017-03-24
"3900",344750,2017-03-24 01:52:00,10.29503,NA,5.86,6.010833,10.675,8.028333,962.8333,2017-03-24
"3901",344751,2017-03-24 02:02:00,10.29935,NA,5.85,5.976667,10.66771,8.029167,962.625,2017-03-24
"3902",344752,2017-03-24 02:12:00,10.29785,NA,5.85,5.94375,10.66646,8.030417,961.6667,2017-03-24
"3903",344753,2017-03-24 02:22:00,10.30565,NA,5.84,5.913333,10.6649,8.031667,962.1667,2017-03-24
"3904",344754,2017-03-24 02:32:00,10.30723,NA,5.84,5.884167,10.66573,8.0325,962.2083,2017-03-24
"3905",344755,2017-03-24 02:42:00,10.29965,NA,5.84,5.85625,10.66396,8.03375,962.4583,2017-03-24
"3906",344756,2017-03-24 02:52:00,10.29726,NA,5.85,5.829583,10.66656,8.034167,962.4167,2017-03-24
"3907",344757,2017-03-24 03:02:00,10.29979,NA,5.85,5.803333,10.66656,8.035,962.375,2017-03-24
"3908",344758,2017-03-24 03:12:00,10.30201,NA,5.84,5.778333,10.66458,8.03625,961.2083,2017-03-24
"3909",344759,2017-03-24 03:22:00,10.30024,NA,5.83,5.755,10.65563,8.0375,960.75,2017-03-24
"3910",344760,2017-03-24 03:32:00,10.30185,NA,5.82,5.732083,10.65,8.03875,959.75,2017-03-24
"3911",344761,2017-03-24 03:42:00,10.30443,NA,5.83,5.710833,10.65146,8.04,959.3333,2017-03-24
"3912",344762,2017-03-24 03:52:00,10.311,NA,5.83,5.689583,10.65448,8.040833,959.625,2017-03-24
"3913",344763,2017-03-24 04:02:00,10.31135,NA,5.83,5.672083,10.65698,8.0425,959.5,2017-03-24
"3914",344764,2017-03-24 04:12:00,10.31489,NA,5.83,5.657917,10.65208,8.044167,958.9583,2017-03-24
"3915",344765,2017-03-24 04:22:00,10.31285,NA,5.83,5.646667,10.65135,8.04625,958.1667,2017-03-24
"3916",344766,2017-03-24 04:32:00,10.32014,NA,5.83,5.640833,10.6574,8.049167,958.2083,2017-03-24
"3917",344767,2017-03-24 04:42:00,10.32628,NA,5.84,5.640417,10.66125,8.052083,957.7917,2017-03-24
"3918",344768,2017-03-24 04:52:00,10.32941,NA,5.84,5.645833,10.66479,8.055417,958,2017-03-24
"3919",344769,2017-03-24 05:02:00,10.32892,NA,5.85,5.657083,10.67333,8.05875,957.9583,2017-03-24
"3920",344770,2017-03-24 05:12:00,10.3293,NA,5.87,5.67375,10.68552,8.062083,957.75,2017-03-24
"3921",344771,2017-03-24 05:22:00,10.33506,NA,5.88,5.697083,10.69271,8.065417,957.375,2017-03-24
"3922",344772,2017-03-24 05:32:00,10.33412,NA,5.89,5.727083,10.70146,8.069583,956.5833,2017-03-24
"3923",344773,2017-03-24 05:42:00,10.33545,NA,5.9,5.76375,10.70604,8.073333,955.875,2017-03-24
"3924",344774,2017-03-24 05:52:00,10.3385,NA,5.9,5.805417,10.7124,8.077917,955.7917,2017-03-24
"3925",344775,2017-03-24 06:02:00,10.34211,NA,5.92,5.852917,10.72177,8.0825,955.2917,2017-03-24
"3926",344776,2017-03-24 06:12:00,10.34431,NA,5.94,5.90625,10.7376,8.086667,955.4583,2017-03-24
"3927",344777,2017-03-24 06:22:00,10.34459,NA,5.95,5.96625,10.74792,8.09125,955.375,2017-03-24
"3928",344778,2017-03-24 06:32:00,10.34021,NA,5.96,6.032083,10.75302,8.095833,954.5833,2017-03-24
"3929",344779,2017-03-24 06:42:00,10.34018,NA,5.97,6.102917,10.76667,8.10125,954.2083,2017-03-24
"3930",344780,2017-03-24 06:52:00,10.33612,NA,5.99,6.1825,10.77677,8.106667,953.6667,2017-03-24
"3931",344781,2017-03-24 07:02:00,10.34068,NA,6,6.27125,10.78583,8.1125,952.8333,2017-03-24
"3932",344782,2017-03-24 07:12:00,10.33959,NA,6.01,6.368333,10.7949,8.11875,952.0833,2017-03-24
"3933",344783,2017-03-24 07:22:00,10.33645,NA,6.02,6.4725,10.80656,8.124583,951.3333,2017-03-24
"3934",344784,2017-03-24 07:32:00,10.33797,NA,6.04,6.584167,10.81708,8.130417,951.0417,2017-03-24
"3935",344785,2017-03-24 07:42:00,10.33317,NA,6.05,6.702083,10.82698,8.136667,950.7917,2017-03-24
"3936",344786,2017-03-24 07:52:00,10.32895,NA,6.06,6.82875,10.83677,8.1425,949.875,2017-03-24
"3937",344787,2017-03-24 08:02:00,10.32384,NA,6.08,6.960833,10.84552,8.148333,949.9583,2017-03-24
"3938",344788,2017-03-24 08:12:00,10.31831,NA,6.09,7.101667,10.8551,8.154583,949.4583,2017-03-24
"3939",344789,2017-03-24 08:22:00,10.3148,NA,6.1,7.247917,10.86448,8.16,949.375,2017-03-24
"3940",344790,2017-03-24 08:32:00,10.31629,NA,6.11,7.4,10.87292,8.165417,949.4167,2017-03-24
"3941",344791,2017-03-24 08:42:00,10.31132,NA,6.11,7.556667,10.87406,8.17,948.75,2017-03-24
"3942",344792,2017-03-24 08:52:00,10.30748,NA,6.12,7.710833,10.87802,8.174583,948.4167,2017-03-24
"3943",344793,2017-03-24 09:02:00,10.30119,NA,6.12,7.865417,10.8799,8.178333,948.7083,2017-03-24
"3944",344794,2017-03-24 09:12:00,10.29764,NA,6.12,8.020417,10.8826,8.182083,948.375,2017-03-24
"3945",344795,2017-03-24 09:22:00,10.29175,NA,6.13,8.17625,10.88625,8.185833,947.9167,2017-03-24
"3946",344796,2017-03-24 09:32:00,10.28902,NA,6.13,8.331667,10.8849,8.18875,947.5833,2017-03-24
"3947",344797,2017-03-24 09:42:00,10.2859,NA,6.12,8.48625,10.88219,8.191667,946.9167,2017-03-24
"3948",344798,2017-03-24 09:52:00,10.27985,NA,6.12,8.634583,10.88135,8.194167,946.8333,2017-03-24
"3949",344799,2017-03-24 10:02:00,10.27695,NA,6.12,8.78125,10.87927,8.196667,945.9583,2017-03-24
"3950",344800,2017-03-24 10:12:00,10.27243,NA,6.11,8.92375,10.87542,8.19875,945.6667,2017-03-24
"3951",344801,2017-03-24 10:22:00,10.26552,NA,6.11,9.064583,10.87542,8.200417,945.1667,2017-03-24
"3952",344802,2017-03-24 10:32:00,10.25575,NA,6.11,9.200833,10.87344,8.201667,945.3333,2017-03-24
"3953",344803,2017-03-24 10:42:00,10.25216,NA,6.11,9.33125,10.87094,8.202917,945.5417,2017-03-24
"3954",344804,2017-03-24 10:52:00,10.25185,NA,6.11,9.457917,10.86927,8.203333,945.3333,2017-03-24
"3955",344805,2017-03-24 11:02:00,10.24795,NA,6.1,9.5775,10.86604,8.20375,945.25,2017-03-24
"3956",344806,2017-03-24 11:12:00,10.24397,NA,6.1,9.691667,10.8626,8.20375,945.5833,2017-03-24
"3957",344807,2017-03-24 11:22:00,10.24322,NA,6.1,9.800417,10.86104,8.20375,945.2917,2017-03-24
"3958",344808,2017-03-24 11:32:00,10.2369,NA,6.1,9.901667,10.86135,8.203333,945.0833,2017-03-24
"3959",344809,2017-03-24 11:42:00,10.24007,NA,6.1,9.994583,10.86167,8.2025,945.375,2017-03-24
"3960",344810,2017-03-24 11:52:00,10.23875,NA,6.09,10.08375,10.85948,8.20125,945.0417,2017-03-24
"3961",344811,2017-03-24 12:02:00,10.23296,NA,6.1,10.16125,10.86104,8.199583,945.3333,2017-03-24
"3962",344812,2017-03-24 12:12:00,10.23375,NA,6.09,10.22958,10.85906,8.1975,944.8333,2017-03-24
"3963",344813,2017-03-24 12:22:00,10.2315,NA,6.09,10.28792,10.85635,8.195833,944.5833,2017-03-24
"3964",344814,2017-03-24 12:32:00,10.2289,NA,6.09,10.33708,10.85698,8.193333,943.9583,2017-03-24
"3965",344815,2017-03-24 12:42:00,10.22257,NA,6.09,10.37875,10.85562,8.190417,943.9583,2017-03-24
"3966",344816,2017-03-24 12:52:00,10.21654,NA,6.08,10.40917,10.8524,8.187917,943.8333,2017-03-24
"3967",344817,2017-03-24 13:02:00,10.21625,NA,6.09,10.42833,10.8551,8.184583,943.8333,2017-03-24
"3968",344818,2017-03-24 13:12:00,10.2187,NA,6.09,10.43625,10.85625,8.180833,943.6667,2017-03-24
"3969",344819,2017-03-24 13:22:00,10.21613,NA,6.09,10.43417,10.85323,8.177083,944.0833,2017-03-24
"3970",344820,2017-03-24 13:32:00,10.21653,NA,6.08,10.42417,10.85229,8.173333,944.0417,2017-03-24
"3971",344821,2017-03-24 13:42:00,10.21087,NA,6.08,10.40458,10.84969,8.16875,943.875,2017-03-24
"3972",344822,2017-03-24 13:52:00,10.21532,NA,6.08,10.37417,10.85052,8.164167,944.25,2017-03-24
"3973",344823,2017-03-24 14:02:00,10.21528,NA,6.07,10.33875,10.84198,8.15875,944.2083,2017-03-24
"3974",344824,2017-03-24 14:12:00,10.20967,NA,6.07,10.29375,10.84,8.153333,944.875,2017-03-24
"3975",344825,2017-03-24 14:22:00,10.2115,NA,6.06,10.23917,10.83167,8.147083,944.9583,2017-03-24
"3976",344826,2017-03-24 14:32:00,10.21033,NA,6.05,10.17708,10.82552,8.14125,944.875,2017-03-24
"3977",344827,2017-03-24 14:42:00,10.21105,NA,6.04,10.10833,10.81823,8.134583,944.75,2017-03-24
"3978",344828,2017-03-24 14:52:00,10.2096,NA,6.03,10.03542,10.80958,8.1275,945.2083,2017-03-24
"3979",344829,2017-03-24 15:02:00,10.20635,NA,6.01,9.96,10.79469,8.120833,945.375,2017-03-24
"3980",344830,2017-03-24 15:12:00,10.20384,NA,6,9.877083,10.78562,8.11375,945.6667,2017-03-24
"3981",344831,2017-03-24 15:22:00,10.2057,NA,5.99,9.786667,10.7775,8.105833,945.5417,2017-03-24
"3982",344832,2017-03-24 15:32:00,10.20918,NA,5.97,9.688333,10.76177,8.097917,946.1667,2017-03-24
"3983",344833,2017-03-24 15:42:00,10.20736,NA,5.95,9.584167,10.74771,8.090417,946.5417,2017-03-24
"3984",344834,2017-03-24 15:52:00,10.20367,NA,5.93,9.47625,10.7326,8.0825,946.4167,2017-03-24
"3985",344835,2017-03-24 16:02:00,10.2087,NA,5.92,9.363333,10.72542,8.075,947.0417,2017-03-24
"3986",344836,2017-03-24 16:12:00,10.20877,NA,5.9,9.247917,10.70896,8.067083,947.3333,2017-03-24
"3987",344837,2017-03-24 16:22:00,10.20925,NA,5.88,9.129583,10.69583,8.059583,947.8333,2017-03-24
"3988",344838,2017-03-24 16:32:00,10.21197,NA,5.86,9.007917,10.67885,8.052083,948.7917,2017-03-24
"3989",344839,2017-03-24 16:42:00,10.21838,NA,5.85,8.885,10.66948,8.045417,948.6667,2017-03-24
"3990",344840,2017-03-24 16:52:00,10.22071,NA,5.83,8.761667,10.65417,8.037917,948.625,2017-03-24
"3991",344841,2017-03-24 17:02:00,10.2231,NA,5.82,8.6375,10.64333,8.03125,949.0417,2017-03-24
"3992",344842,2017-03-24 17:12:00,10.22146,NA,5.79,8.518333,10.62479,8.025,949.8333,2017-03-24
"3993",344843,2017-03-24 17:22:00,10.22207,NA,5.78,8.399583,10.61125,8.019167,950.7083,2017-03-24
"3994",344844,2017-03-24 17:32:00,10.21878,NA,5.76,8.284583,10.60198,8.013333,950.6667,2017-03-24
"3995",344845,2017-03-24 17:42:00,10.22431,NA,5.75,8.172083,10.59479,8.007917,951.2083,2017-03-24
"3996",344846,2017-03-24 17:52:00,10.22327,NA,5.74,8.062917,10.58323,8.003333,952.375,2017-03-24
"3997",344847,2017-03-24 18:02:00,10.22196,NA,5.73,7.956667,10.5749,7.99875,952.0417,2017-03-24
"3998",344848,2017-03-24 18:12:00,10.22716,NA,5.72,7.85375,10.5699,7.995,953.875,2017-03-24
"3999",344849,2017-03-24 18:22:00,10.22866,NA,5.72,7.754583,10.56781,7.991667,954.375,2017-03-24
"4000",344850,2017-03-24 18:32:00,10.23098,NA,5.71,7.659167,10.5626,7.98875,954.25,2017-03-24
"4001",344851,2017-03-24 18:42:00,10.23454,NA,5.71,7.566667,10.55813,7.98625,955.625,2017-03-24
"4002",344852,2017-03-24 18:52:00,10.23946,NA,5.71,7.47875,10.55708,7.985,955.7917,2017-03-24
"4003",344853,2017-03-24 19:02:00,10.24122,NA,5.7,7.39375,10.55281,7.982917,955.9167,2017-03-24
"4004",344854,2017-03-24 19:12:00,10.24494,NA,5.7,7.310833,10.55271,7.981667,956.1667,2017-03-24
"4005",344855,2017-03-24 19:22:00,10.24338,NA,5.7,7.232917,10.54802,7.98125,957,2017-03-24
"4006",344856,2017-03-24 19:32:00,10.2466,NA,5.69,7.156667,10.54677,7.98125,957.75,2017-03-24
"4007",344857,2017-03-24 19:42:00,10.24586,NA,5.69,7.086667,10.54417,7.98125,958.5417,2017-03-24
"4008",344858,2017-03-24 19:52:00,10.25,NA,5.7,7.019583,10.55063,7.981667,958.9583,2017-03-24
"4009",344859,2017-03-24 20:02:00,10.25235,NA,5.7,6.9575,10.55354,7.9825,960.6667,2017-03-24
"4010",344860,2017-03-24 20:12:00,10.25262,NA,5.71,6.899167,10.55927,7.983333,959.9583,2017-03-24
"4011",344861,2017-03-24 20:22:00,10.25425,NA,5.71,6.844167,10.55979,7.984583,961.4583,2017-03-24
"4012",344862,2017-03-24 20:32:00,10.25773,NA,5.72,6.7925,10.56552,7.98625,962.5,2017-03-24
"4013",344863,2017-03-24 20:42:00,10.25596,NA,5.72,6.743333,10.56823,7.987917,962.3333,2017-03-24
"4014",344864,2017-03-24 20:52:00,10.25955,NA,5.73,6.69625,10.57427,7.989583,962.9167,2017-03-24
"4015",344865,2017-03-24 21:02:00,10.26027,NA,5.73,6.6525,10.57594,7.991667,963.5417,2017-03-24
"4016",344866,2017-03-24 21:12:00,10.26318,NA,5.74,6.610833,10.57948,7.993333,963.8333,2017-03-24
"4017",344867,2017-03-24 21:22:00,10.2665,NA,5.74,6.570833,10.58469,7.994583,964.375,2017-03-24
"4018",344868,2017-03-24 21:32:00,10.26294,NA,5.74,6.533333,10.58542,7.99625,965.125,2017-03-24
"4019",344869,2017-03-24 21:42:00,10.26738,NA,5.75,6.495833,10.58938,7.998333,964.8333,2017-03-24
"4020",344870,2017-03-24 21:52:00,10.27042,NA,5.74,6.46125,10.58687,8,965.4583,2017-03-24
"4021",344871,2017-03-24 22:02:00,10.27268,NA,5.74,6.4275,10.58719,8.001667,965.6667,2017-03-24
"4022",344872,2017-03-24 22:12:00,10.27551,NA,5.75,6.395417,10.58948,8.003333,965.7917,2017-03-24
"4023",344873,2017-03-24 22:22:00,10.27606,NA,5.75,6.36625,10.59302,8.004583,965.25,2017-03-24
"4024",344874,2017-03-24 22:32:00,10.27518,NA,5.75,6.336667,10.58854,8.005833,964.4583,2017-03-24
"4025",344875,2017-03-24 22:42:00,10.27562,NA,5.75,6.307917,10.59135,8.007083,965.9583,2017-03-24
"4026",344876,2017-03-24 22:52:00,10.27685,NA,5.75,6.279583,10.59344,8.008333,966.4583,2017-03-24
"4027",344877,2017-03-24 23:02:00,10.27798,NA,5.76,6.250833,10.59833,8.009583,966.0833,2017-03-24
"4028",344878,2017-03-24 23:12:00,10.27871,NA,5.76,6.2225,10.60063,8.010833,965.7083,2017-03-24
"4029",344879,2017-03-24 23:22:00,10.28391,NA,5.77,6.195,10.60406,8.012083,965.2917,2017-03-24
"4030",344880,2017-03-24 23:32:00,10.28752,NA,5.77,6.167917,10.60854,8.013333,965.3333,2017-03-24
"4031",344881,2017-03-24 23:42:00,10.28235,NA,5.77,6.142083,10.60792,8.014167,966.0833,2017-03-24
"4032",344882,2017-03-24 23:52:00,10.28565,NA,5.78,6.116667,10.61187,8.015417,965.875,2017-03-24
"4033",344883,2017-03-25 00:02:00,10.28469,NA,5.77,6.092083,10.60938,8.016667,965.875,2017-03-25
"4034",344884,2017-03-25 00:12:00,10.28969,NA,5.77,6.067917,10.60885,8.017917,965.9583,2017-03-25
"4035",344885,2017-03-25 00:22:00,10.29203,NA,5.77,6.044167,10.61083,8.019167,966.5833,2017-03-25
"4036",344886,2017-03-25 00:32:00,10.29471,NA,5.78,6.0225,10.61708,8.02,967.4167,2017-03-25
"4037",344887,2017-03-25 00:42:00,10.29745,NA,5.78,6.002083,10.61219,8.020833,965.5,2017-03-25
"4038",344888,2017-03-25 00:52:00,10.29687,NA,5.78,5.9825,10.61417,8.022083,966.0417,2017-03-25
"4039",344889,2017-03-25 01:02:00,10.29909,NA,5.78,5.964583,10.6124,8.022917,966.3333,2017-03-25
"4040",344890,2017-03-25 01:12:00,10.30213,NA,5.78,5.947083,10.61635,8.024167,966.875,2017-03-25
"4041",344891,2017-03-25 01:22:00,10.29968,NA,5.79,5.930833,10.61969,8.025,965.7083,2017-03-25
"4042",344892,2017-03-25 01:32:00,10.30712,NA,5.79,5.91625,10.62229,8.025833,965.0417,2017-03-25
"4043",344893,2017-03-25 01:42:00,10.30978,NA,5.79,5.9025,10.62646,8.027083,964.1667,2017-03-25
"4044",344894,2017-03-25 01:52:00,10.3081,NA,5.79,5.89,10.62698,8.027917,963.7083,2017-03-25
"4045",344895,2017-03-25 02:02:00,10.31148,NA,5.8,5.877917,10.63208,8.02875,963.6667,2017-03-25
"4046",344896,2017-03-25 02:12:00,10.30712,NA,5.8,5.86625,10.62979,8.029583,963.2917,2017-03-25
"4047",344897,2017-03-25 02:22:00,10.31012,NA,5.8,5.854167,10.62927,8.030417,962,2017-03-25
"4048",344898,2017-03-25 02:32:00,10.31272,NA,5.8,5.842917,10.6299,8.03125,962.2083,2017-03-25
