"","...1","Time","No3","O2","Q","WT","WL","PH","EL","date"
"5462",346456,2017-04-04 23:12:00,10.18623,NA,5.64,8.322917,10.50156,7.9475,934.8333,2017-04-04
"5463",346457,2017-04-04 23:22:00,10.18807,NA,5.64,8.27375,10.50208,7.947917,934.375,2017-04-04
"5464",346458,2017-04-04 23:32:00,10.18809,NA,5.64,8.225417,10.50125,7.94875,934.625,2017-04-04
"5465",346459,2017-04-04 23:42:00,10.18974,NA,5.64,8.180417,10.50156,7.94875,935.875,2017-04-04
"5466",346460,2017-04-04 23:52:00,10.19154,NA,5.63,8.13875,10.49823,7.949583,936.4167,2017-04-04
"5467",346461,2017-04-05 00:02:00,10.18886,NA,5.64,8.100833,10.50073,7.95125,935.875,2017-04-05
"5468",346462,2017-04-05 00:12:00,10.19066,NA,5.64,8.065833,10.50177,7.9525,935.4167,2017-04-05
"5469",346463,2017-04-05 00:22:00,10.19306,NA,5.64,8.034167,10.50375,7.954167,935.375,2017-04-05
"5470",346464,2017-04-05 00:32:00,10.19308,NA,5.64,8.00625,10.50219,7.95625,937.7083,2017-04-05
"5471",346465,2017-04-05 00:42:00,10.19141,NA,5.64,7.979167,10.50281,7.95875,939.3333,2017-04-05
"5472",346466,2017-04-05 00:52:00,10.194,NA,5.64,7.953333,10.50479,7.960417,939.9583,2017-04-05
"5473",346467,2017-04-05 01:02:00,10.19376,NA,5.64,7.930417,10.50521,7.962083,940.7917,2017-04-05
"5474",346468,2017-04-05 01:12:00,10.19473,NA,5.64,7.912083,10.4999,7.964167,940.9167,2017-04-05
"5475",346469,2017-04-05 01:22:00,10.19472,NA,5.64,7.897083,10.50198,7.966667,942.5833,2017-04-05
"5476",346470,2017-04-05 01:32:00,10.19693,NA,5.64,7.884167,10.50406,7.96875,941.3333,2017-04-05
"5477",346471,2017-04-05 01:42:00,10.19548,NA,5.64,7.871667,10.50302,7.97125,941.5417,2017-04-05
"5478",346472,2017-04-05 01:52:00,10.19502,NA,5.64,7.860833,10.50313,7.9725,941.5417,2017-04-05
"5479",346473,2017-04-05 02:02:00,10.19786,NA,5.64,7.851667,10.50125,7.97375,942.5417,2017-04-05
"5480",346474,2017-04-05 02:12:00,10.19675,NA,5.64,7.844167,10.50135,7.975417,943.375,2017-04-05
"5481",346475,2017-04-05 02:22:00,10.19929,NA,5.64,7.83625,10.50219,7.976667,942.625,2017-04-05
"5482",346476,2017-04-05 02:32:00,10.20165,NA,5.64,7.826667,10.50417,7.977917,939.8333,2017-04-05
"5483",346477,2017-04-05 02:42:00,10.20049,NA,5.64,7.8175,10.50448,7.97875,940.75,2017-04-05
"5484",346478,2017-04-05 02:52:00,10.19915,NA,5.64,7.8075,10.50115,7.979167,941.0417,2017-04-05
"5485",346479,2017-04-05 03:02:00,10.20143,NA,5.64,7.7975,10.5051,7.979167,940.0417,2017-04-05
"5486",346480,2017-04-05 03:12:00,10.20478,NA,5.65,7.787917,10.50927,7.979583,939.5833,2017-04-05
"5487",346481,2017-04-05 03:22:00,10.2013,NA,5.64,7.780417,10.50594,7.980417,939.6667,2017-04-05
"5488",346482,2017-04-05 03:32:00,10.2028,NA,5.64,7.775833,10.50594,7.981667,940,2017-04-05
"5489",346483,2017-04-05 03:42:00,10.20225,NA,5.65,7.772917,10.50979,7.983333,939.3333,2017-04-05
"5490",346484,2017-04-05 03:52:00,10.20274,NA,5.65,7.77,10.51219,7.985833,939.7917,2017-04-05
"5491",346485,2017-04-05 04:02:00,10.20095,NA,5.65,7.7675,10.5124,7.9875,940.375,2017-04-05
"5492",346486,2017-04-05 04:12:00,10.20291,NA,5.65,7.765833,10.51458,7.989167,939.375,2017-04-05
"5493",346487,2017-04-05 04:22:00,10.20033,NA,5.65,7.765833,10.51448,7.990833,939.375,2017-04-05
"5494",346488,2017-04-05 04:32:00,10.20237,NA,5.65,7.767917,10.51281,7.992917,939.5,2017-04-05
"5495",346489,2017-04-05 04:42:00,10.20425,NA,5.65,7.7725,10.5126,7.995417,936.4167,2017-04-05
"5496",346490,2017-04-05 04:52:00,10.20447,NA,5.65,7.7825,10.51458,7.997917,936.7083,2017-04-05
"5497",346491,2017-04-05 05:02:00,10.20509,NA,5.65,7.797083,10.51281,8.00125,937.0833,2017-04-05
"5498",346492,2017-04-05 05:12:00,10.19918,NA,5.65,7.814583,10.51469,8.00375,935.7083,2017-04-05
"5499",346493,2017-04-05 05:22:00,10.20816,NA,5.66,7.83375,10.51646,8.006667,934.2917,2017-04-05
"5500",346494,2017-04-05 05:32:00,10.20031,NA,5.65,7.855417,10.51479,8.009583,933.9167,2017-04-05
"5501",346495,2017-04-05 05:42:00,10.20227,NA,5.65,7.884167,10.51469,8.0125,933.3333,2017-04-05
"5502",346496,2017-04-05 05:52:00,10.20218,NA,5.66,7.920833,10.51625,8.01625,932.4167,2017-04-05
"5503",346497,2017-04-05 06:02:00,10.20273,NA,5.66,7.965,10.51594,8.02125,932.2917,2017-04-05
"5504",346498,2017-04-05 06:12:00,10.19862,NA,5.66,8.014583,10.51583,8.025833,933.375,2017-04-05
"5505",346499,2017-04-05 06:22:00,10.19982,NA,5.66,8.07,10.51802,8.030833,932.2917,2017-04-05
"5506",346500,2017-04-05 06:32:00,10.19531,NA,5.66,8.1325,10.51979,8.035833,932.0833,2017-04-05
"5507",346501,2017-04-05 06:42:00,10.19527,NA,5.66,8.200833,10.52146,8.04125,932.7917,2017-04-05
"5508",346502,2017-04-05 06:52:00,10.19255,NA,5.66,8.272083,10.52115,8.046667,930.75,2017-04-05
"5509",346503,2017-04-05 07:02:00,10.19206,NA,5.67,8.352083,10.52573,8.0525,930,2017-04-05
"5510",346504,2017-04-05 07:12:00,10.19505,NA,5.67,8.44375,10.52865,8.059167,930.5417,2017-04-05
"5511",346505,2017-04-05 07:22:00,10.1859,NA,5.68,8.544167,10.53344,8.065,929.6667,2017-04-05
"5512",346506,2017-04-05 07:32:00,10.19088,NA,5.68,8.64875,10.53781,8.070833,928.25,2017-04-05
"5513",346507,2017-04-05 07:42:00,10.186,NA,5.69,8.753333,10.54042,8.07625,927.7083,2017-04-05
"5514",346508,2017-04-05 07:52:00,10.18273,NA,5.69,8.86,10.54531,8.080833,927.1667,2017-04-05
"5515",346509,2017-04-05 08:02:00,10.18388,NA,5.7,8.97,10.55427,8.085,925.4167,2017-04-05
"5516",346510,2017-04-05 08:12:00,10.1829,NA,5.71,9.084167,10.55625,8.089583,924.625,2017-04-05
"5517",346511,2017-04-05 08:22:00,10.17808,NA,5.71,9.19875,10.55854,8.09375,924.9583,2017-04-05
"5518",346512,2017-04-05 08:32:00,10.17389,NA,5.71,9.311667,10.56115,8.097083,924.0417,2017-04-05
"5519",346513,2017-04-05 08:42:00,10.16932,NA,5.72,9.424167,10.56563,8.100417,923.375,2017-04-05
"5520",346514,2017-04-05 08:52:00,10.167,NA,5.72,9.535833,10.57,8.10375,924.125,2017-04-05
"5521",346515,2017-04-05 09:02:00,10.16286,NA,5.72,9.64,10.57125,8.105833,924.375,2017-04-05
"5522",346516,2017-04-05 09:12:00,10.15927,NA,5.73,9.735,10.57531,8.107917,922.75,2017-04-05
"5523",346517,2017-04-05 09:22:00,10.15825,NA,5.73,9.824167,10.57833,8.109583,922.6667,2017-04-05
"5524",346518,2017-04-05 09:32:00,10.15178,NA,5.74,9.908333,10.58302,8.110417,923.4583,2017-04-05
"5525",346519,2017-04-05 09:42:00,10.14927,NA,5.75,9.9875,10.59031,8.110833,922.625,2017-04-05
"5526",346520,2017-04-05 09:52:00,10.14758,NA,5.75,10.05958,10.59042,8.110833,921.25,2017-04-05
"5527",346521,2017-04-05 10:02:00,10.13919,NA,5.75,10.12333,10.59281,8.110833,920.5417,2017-04-05
"5528",346522,2017-04-05 10:12:00,10.13716,NA,5.76,10.18042,10.60219,8.11,920.4167,2017-04-05
"5529",346523,2017-04-05 10:22:00,10.13503,NA,5.76,10.23167,10.60302,8.109167,920.375,2017-04-05
"5530",346524,2017-04-05 10:32:00,10.13434,NA,5.77,10.27833,10.6074,8.108333,920.625,2017-04-05
"5531",346525,2017-04-05 10:42:00,10.13164,NA,5.77,10.31833,10.61021,8.107083,919.9167,2017-04-05
"5532",346526,2017-04-05 10:52:00,10.1304,NA,5.78,10.35375,10.615,8.105417,919.8333,2017-04-05
"5533",346527,2017-04-05 11:02:00,10.12852,NA,5.78,10.38167,10.61604,8.10375,919.9583,2017-04-05
"5534",346528,2017-04-05 11:12:00,10.12936,NA,5.78,10.40333,10.61573,8.10125,921.0833,2017-04-05
"5535",346529,2017-04-05 11:22:00,10.12996,NA,5.79,10.41375,10.61958,8.098333,922.125,2017-04-05
"5536",346530,2017-04-05 11:32:00,10.13204,NA,5.78,10.41417,10.61667,8.095417,922.375,2017-04-05
"5537",346531,2017-04-05 11:42:00,10.13288,NA,5.77,10.40542,10.61021,8.092083,922.9583,2017-04-05
"5538",346532,2017-04-05 11:52:00,10.12902,NA,5.79,10.38917,10.62031,8.08875,924.625,2017-04-05
"5539",346533,2017-04-05 12:02:00,10.12988,NA,5.79,10.3675,10.62057,8.077083,924.6667,2017-04-05
"5540",346534,2017-04-05 12:12:00,10.12582,NA,5.79,10.34167,10.61984,8.056667,923.6667,2017-04-05
"5541",346535,2017-04-05 12:22:00,10.12372,NA,5.8,10.31375,10.6288,8.03375,922.5,2017-04-05
"5542",346536,2017-04-05 12:32:00,10.12337,NA,5.8,10.28417,10.63411,8.010417,923.2083,2017-04-05
"5543",346537,2017-04-05 12:42:00,10.12184,NA,5.82,10.2525,10.64651,7.997083,923.8333,2017-04-05
"5544",346538,2017-04-05 12:52:00,10.11631,NA,5.83,10.21583,10.65703,7.987917,924,2017-04-05
"5545",346539,2017-04-05 13:02:00,10.11711,NA,5.85,10.17833,10.66953,7.98125,924.6667,2017-04-05
"5546",346540,2017-04-05 13:12:00,10.11482,NA,5.86,10.13417,10.68005,7.962917,926.7917,2017-04-05
"5547",346541,2017-04-05 13:22:00,10.10811,NA,5.87,10.08792,10.68589,7.955833,928.25,2017-04-05
"5548",346542,2017-04-05 13:32:00,10.10493,NA,5.89,10.04167,10.70214,7.950833,931.5,2017-04-05
"5549",346543,2017-04-05 13:42:00,10.10927,NA,5.91,9.9975,10.71536,7.947083,935.1667,2017-04-05
"5550",346544,2017-04-05 13:52:00,10.11347,NA,5.91,9.952917,10.71495,7.94375,936.8333,2017-04-05
"5551",346545,2017-04-05 14:02:00,10.1117,NA,5.92,9.903333,10.72885,7.947917,940.75,2017-04-05
"5552",346546,2017-04-05 14:12:00,10.11201,NA,5.94,9.847083,10.73891,7.95375,943.9583,2017-04-05
"5553",346547,2017-04-05 14:22:00,10.11083,NA,5.95,9.788333,10.74651,7.952083,947.4583,2017-04-05
"5554",346548,2017-04-05 14:32:00,10.11042,NA,5.95,9.728333,10.75036,7.949167,947.875,2017-04-05
"5555",346549,2017-04-05 14:42:00,10.11216,NA,5.96,9.67125,10.75464,7.935833,950.7083,2017-04-05
"5556",346550,2017-04-05 14:52:00,10.11838,NA,5.97,9.614583,10.76224,7.929167,952.7917,2017-04-05
"5557",346551,2017-04-05 15:02:00,10.11036,NA,5.98,9.555417,10.76797,7.92375,955.4167,2017-04-05
"5558",346552,2017-04-05 15:12:00,10.10888,NA,5.99,9.494583,10.77578,7.932917,956.4167,2017-04-05
"5559",346553,2017-04-05 15:22:00,10.11331,NA,5.99,9.433333,10.77953,7.919583,958.7083,2017-04-05
"5560",346554,2017-04-05 15:32:00,10.10858,NA,5.99,9.37125,10.77672,7.914583,960.2083,2017-04-05
"5561",346555,2017-04-05 15:40:00,10.10142,NA,5.99,9.308333,10.77818,7.91125,962.0417,2017-04-05
"5562",346556,2017-04-05 15:52:00,10.10082,NA,5.99,9.247083,10.78161,7.908333,965.2083,2017-04-05
"5563",346557,2017-04-05 16:02:00,10.09902,NA,5.99,9.1875,10.7788,7.905833,967.3333,2017-04-05
"5564",346558,2017-04-05 16:12:00,10.10054,NA,5.98,9.125833,10.77406,7.91,970.0417,2017-04-05
"5565",346559,2017-04-05 16:22:00,10.10358,NA,5.98,9.060417,10.77083,7.92375,972.6667,2017-04-05
"5566",346560,2017-04-05 16:32:00,10.10287,NA,5.98,8.990833,10.7699,7.939167,976.7917,2017-04-05
"5567",346561,2017-04-05 16:42:00,10.10615,NA,5.95,8.91625,10.75208,7.955,979.25,2017-04-05
"5568",346562,2017-04-05 16:52:00,10.1092,NA,5.94,8.84,10.73708,7.960833,982.0833,2017-04-05
"5569",346563,2017-04-05 17:02:00,10.11979,NA,5.93,8.764167,10.73188,7.963333,983.9167,2017-04-05
"5570",346564,2017-04-05 17:12:00,10.1232,NA,5.92,8.690833,10.72531,7.962917,986.0833,2017-04-05
"5571",346565,2017-04-05 17:22:00,10.11987,NA,5.92,8.617083,10.72469,7.974583,986.9167,2017-04-05
"5572",346566,2017-04-05 17:32:00,10.12721,NA,5.92,8.542917,10.72167,7.975833,987,2017-04-05
"5573",346567,2017-04-05 17:42:00,10.13148,NA,5.9,8.467917,10.71312,7.974167,987.0833,2017-04-05
"5574",346568,2017-04-05 17:52:00,10.13384,NA,5.89,8.39,10.70365,7.971667,987.2083,2017-04-05
"5575",346569,2017-04-05 18:02:00,10.1401,NA,5.88,8.312917,10.69094,7.969583,987.2917,2017-04-05
"5576",346570,2017-04-05 18:12:00,10.14257,NA,5.87,8.239167,10.68302,7.967917,987.375,2017-04-05
"5577",346571,2017-04-05 18:22:00,10.14102,NA,5.85,8.165833,10.66854,7.96625,987.4167,2017-04-05
"5578",346572,2017-04-05 18:32:00,10.14672,NA,5.84,8.09375,10.66563,7.964583,987.4583,2017-04-05
"5579",346573,2017-04-05 18:42:00,10.14268,NA,5.85,8.02125,10.66646,7.963333,987.5417,2017-04-05
"5580",346574,2017-04-05 18:52:00,10.144,NA,5.84,7.949167,10.65896,7.961667,987.625,2017-04-05
"5581",346575,2017-04-05 19:02:00,10.14605,NA,5.82,7.877917,10.64594,7.96,987.6667,2017-04-05
"5582",346576,2017-04-05 19:12:00,10.1461,NA,5.81,7.80875,10.63948,7.95875,987.7917,2017-04-05
"5583",346577,2017-04-05 19:22:00,10.15453,NA,5.8,7.743333,10.63406,7.957083,987.8333,2017-04-05
"5584",346578,2017-04-05 19:32:00,10.1521,NA,5.8,7.68,10.6276,7.955833,987.9167,2017-04-05
"5585",346579,2017-04-05 19:42:00,10.15378,NA,5.8,7.6175,10.63333,7.955,988,2017-04-05
"5586",346580,2017-04-05 19:52:00,10.1553,NA,5.8,7.557083,10.63292,7.954583,988.0833,2017-04-05
"5587",346581,2017-04-05 20:02:00,10.1617,NA,5.81,7.497083,10.64031,7.95375,988.1667,2017-04-05
"5588",346582,2017-04-05 20:12:00,10.16568,NA,5.81,7.44,10.6425,7.95375,988.25,2017-04-05
"5589",346583,2017-04-05 20:22:00,10.17319,NA,5.82,7.386667,10.64667,7.954167,988.3333,2017-04-05
"5590",346584,2017-04-05 20:32:00,10.17207,NA,5.81,7.335,10.63937,7.955417,988.375,2017-04-05
"5591",346585,2017-04-05 20:42:00,10.17697,NA,5.82,7.284583,10.64531,7.95625,988.4167,2017-04-05
"5592",346586,2017-04-05 20:52:00,10.17072,NA,5.83,7.236667,10.65115,7.9575,988.4167,2017-04-05
"5593",346587,2017-04-05 21:02:00,10.16987,NA,5.83,7.191667,10.65437,7.95875,988.5,2017-04-05
"5594",346588,2017-04-05 21:12:00,10.17349,NA,5.83,7.15,10.65302,7.960417,988.5,2017-04-05
"5595",346589,2017-04-05 21:22:00,10.173,NA,5.82,7.111667,10.64906,7.9625,988.5833,2017-04-05
"5596",346590,2017-04-05 21:32:00,10.17948,NA,5.82,7.077917,10.64906,7.964583,988.5833,2017-04-05
"5597",346591,2017-04-05 21:42:00,10.17918,NA,5.81,7.047083,10.63875,7.966667,988.625,2017-04-05
"5598",346592,2017-04-05 21:52:00,10.17925,NA,5.82,7.019167,10.64542,7.968333,988.6667,2017-04-05
"5599",346593,2017-04-05 22:02:00,10.1767,NA,5.81,6.994583,10.6376,7.970833,988.6667,2017-04-05
"5600",346594,2017-04-05 22:12:00,10.17782,NA,5.81,6.972083,10.64052,7.972917,988.6667,2017-04-05
"5601",346595,2017-04-05 22:22:00,10.1747,NA,5.82,6.952917,10.64531,7.975,988.6667,2017-04-05
"5602",346596,2017-04-05 22:32:00,10.1744,NA,5.82,6.93625,10.64781,7.976667,988.625,2017-04-05
"5603",346597,2017-04-05 22:42:00,10.17277,NA,5.82,6.922917,10.64667,7.97875,988.5833,2017-04-05
"5604",346598,2017-04-05 22:52:00,10.1792,NA,5.82,6.911667,10.65021,7.980417,988.5417,2017-04-05
"5605",346599,2017-04-05 23:02:00,10.17619,NA,5.82,6.902917,10.65062,7.982083,988.4167,2017-04-05
"5606",346600,2017-04-05 23:12:00,10.17279,NA,5.83,6.89625,10.65167,7.983333,988.375,2017-04-05
"5607",346601,2017-04-05 23:22:00,10.17101,NA,5.83,6.890833,10.65115,7.984583,988.2917,2017-04-05
"5608",346602,2017-04-05 23:32:00,10.16917,NA,5.83,6.886667,10.65146,7.985833,988.25,2017-04-05
"5609",346603,2017-04-05 23:42:00,10.17042,NA,5.83,6.884167,10.65521,7.987083,988.1667,2017-04-05
"5610",346604,2017-04-05 23:52:00,10.1693,NA,5.83,6.881667,10.65115,7.988333,988.0833,2017-04-05
"5611",346605,2017-04-06 00:02:00,10.16876,NA,5.84,6.879583,10.65917,7.98875,988.0417,2017-04-06
"5612",346606,2017-04-06 00:12:00,10.16474,NA,5.83,6.879167,10.65583,7.989583,987.9583,2017-04-06
"5613",346607,2017-04-06 00:22:00,10.16625,NA,5.83,6.879583,10.65156,7.990417,987.875,2017-04-06
"5614",346608,2017-04-06 00:32:00,10.16478,NA,5.83,6.880833,10.65323,7.99125,987.8333,2017-04-06
"5615",346609,2017-04-06 00:42:00,10.16393,NA,5.82,6.88,10.64844,7.991667,987.75,2017-04-06
"5616",346610,2017-04-06 00:52:00,10.15379,NA,5.82,6.8775,10.64823,7.992083,987.6667,2017-04-06
"5617",346611,2017-04-06 01:02:00,10.15659,NA,5.83,6.874583,10.65146,7.9925,987.6667,2017-04-06
"5618",346612,2017-04-06 01:12:00,10.1559,NA,5.82,6.872083,10.64979,7.992917,987.5833,2017-04-06
"5619",346613,2017-04-06 01:22:00,10.15504,NA,5.83,6.86875,10.65271,7.993333,987.5417,2017-04-06
"5620",346614,2017-04-06 01:32:00,10.15168,NA,5.82,6.86375,10.64604,7.992917,987.5,2017-04-06
"5621",346615,2017-04-06 01:42:00,10.15066,NA,5.81,6.8575,10.64188,7.992917,987.4583,2017-04-06
"5622",346616,2017-04-06 01:52:00,10.15148,NA,5.81,6.850417,10.63865,7.992917,987.4167,2017-04-06
"5623",346617,2017-04-06 02:02:00,10.14909,NA,5.8,6.84125,10.63052,7.992917,987.375,2017-04-06
"5624",346618,2017-04-06 02:12:00,10.1526,NA,5.8,6.83,10.62813,7.9925,987.375,2017-04-06
"5625",346619,2017-04-06 02:22:00,10.14756,NA,5.8,6.8175,10.62969,7.992083,987.375,2017-04-06
"5626",346620,2017-04-06 02:32:00,10.15414,NA,5.79,6.80375,10.6225,7.991667,987.375,2017-04-06
"5627",346621,2017-04-06 02:42:00,10.15544,NA,5.79,6.790417,10.61927,7.99125,987.4167,2017-04-06
"5628",346622,2017-04-06 02:52:00,10.16357,NA,5.77,6.775417,10.61031,7.990833,987.4583,2017-04-06
"5629",346623,2017-04-06 03:02:00,10.16075,NA,5.77,6.758333,10.60938,7.990417,987.4583,2017-04-06
"5630",346624,2017-04-06 03:12:00,10.16349,NA,5.77,6.740417,10.60812,7.990417,987.5417,2017-04-06
"5631",346625,2017-04-06 03:22:00,10.16335,NA,5.76,6.724583,10.60198,7.990417,987.5833,2017-04-06
"5632",346626,2017-04-06 03:32:00,10.16532,NA,5.77,6.71,10.60771,7.991667,987.5833,2017-04-06
"5633",346627,2017-04-06 03:42:00,10.16732,NA,5.77,6.696667,10.60531,7.9925,987.5833,2017-04-06
"5634",346628,2017-04-06 03:52:00,10.16825,NA,5.76,6.68375,10.59812,7.99375,987.5833,2017-04-06
"5635",346629,2017-04-06 04:02:00,10.17322,NA,5.76,6.67375,10.59552,7.995,987.5833,2017-04-06
"5636",346630,2017-04-06 04:12:00,10.16962,NA,5.76,6.66625,10.59542,7.996667,987.5833,2017-04-06
"5637",346631,2017-04-06 04:22:00,10.1753,NA,5.75,6.66125,10.59167,7.99875,987.5833,2017-04-06
"5638",346632,2017-04-06 04:32:00,10.17289,NA,5.76,6.66,10.60042,8.00125,987.5417,2017-04-06
"5639",346633,2017-04-06 04:42:00,10.17472,NA,5.77,6.663333,10.60437,8.00375,987.4583,2017-04-06
"5640",346634,2017-04-06 04:52:00,10.17385,NA,5.77,6.67375,10.60552,8.006667,987.375,2017-04-06
"5641",346635,2017-04-06 05:02:00,10.17572,NA,5.76,6.691667,10.6025,8.01,987.25,2017-04-06
"5642",346636,2017-04-06 05:12:00,10.17609,NA,5.77,6.7125,10.61,8.012917,987.125,2017-04-06
"5643",346637,2017-04-06 05:22:00,10.18194,NA,5.79,6.735833,10.62344,8.01625,987,2017-04-06
"5644",346638,2017-04-06 05:32:00,10.17987,NA,5.8,6.763333,10.6325,8.019583,986.875,2017-04-06
"5645",346639,2017-04-06 05:42:00,10.17827,NA,5.82,6.797083,10.65062,8.023333,986.7083,2017-04-06
"5646",346640,2017-04-06 05:52:00,10.17561,NA,5.84,6.838333,10.66292,8.0275,986.5417,2017-04-06
"5647",346641,2017-04-06 06:02:00,10.1716,NA,5.85,6.884583,10.67229,8.031667,986.3333,2017-04-06
"5648",346642,2017-04-06 06:12:00,10.17491,NA,5.86,6.935833,10.68083,8.035833,986.125,2017-04-06
"5649",346643,2017-04-06 06:22:00,10.16859,NA,5.88,6.994167,10.6974,8.04,985.9167,2017-04-06
"5650",346644,2017-04-06 06:32:00,10.1671,NA,5.89,7.05625,10.70146,8.044167,985.7083,2017-04-06
"5651",346645,2017-04-06 06:42:00,10.1683,NA,5.9,7.125417,10.71052,8.049167,985.5417,2017-04-06
"5652",346646,2017-04-06 06:52:00,10.16559,NA,5.93,7.199167,10.72917,8.05375,985.3333,2017-04-06
"5653",346647,2017-04-06 07:02:00,10.16384,NA,5.93,7.278333,10.73344,8.058333,985.1667,2017-04-06
"5654",346648,2017-04-06 07:12:00,10.16047,NA,5.93,7.366667,10.73635,8.063333,984.875,2017-04-06
"5655",346649,2017-04-06 07:22:00,10.15529,NA,5.94,7.46,10.73833,8.068333,984.625,2017-04-06
"5656",346650,2017-04-06 07:32:00,10.15757,NA,5.95,7.5575,10.75062,8.072917,984.4167,2017-04-06
"5657",346651,2017-04-06 07:42:00,10.15457,NA,5.96,7.658333,10.75656,8.0775,984.1667,2017-04-06
"5658",346652,2017-04-06 07:52:00,10.15467,NA,5.98,7.764167,10.77229,8.08125,983.9167,2017-04-06
"5659",346653,2017-04-06 08:02:00,10.14893,NA,5.99,7.87625,10.78,8.085417,983.7083,2017-04-06
"5660",346654,2017-04-06 08:12:00,10.14429,NA,6,7.994167,10.78927,8.089583,983.5,2017-04-06
"5661",346655,2017-04-06 08:22:00,10.14826,NA,6.01,8.11375,10.79292,8.09375,983.25,2017-04-06
"5662",346656,2017-04-06 08:32:00,10.13982,NA,6.03,8.23875,10.80906,8.0975,983.0417,2017-04-06
"5663",346657,2017-04-06 08:42:00,10.13594,NA,6.04,8.3625,10.81604,8.100417,982.7917,2017-04-06
"5664",346658,2017-04-06 08:52:00,10.13552,NA,6.03,8.491667,10.81375,8.10375,982.625,2017-04-06
"5665",346659,2017-04-06 09:02:00,10.131,NA,6.05,8.618333,10.82333,8.106667,982.4583,2017-04-06
"5666",346660,2017-04-06 09:12:00,10.12868,NA,6.04,8.74125,10.82042,8.109167,982.375,2017-04-06
"5667",346661,2017-04-06 09:22:00,10.12271,NA,6.05,8.865417,10.82583,8.11125,982.1667,2017-04-06
"5668",346662,2017-04-06 09:32:00,10.1202,NA,6.04,8.984583,10.81687,8.113333,982,2017-04-06
"5669",346663,2017-04-06 09:42:00,10.11657,NA,6.04,9.098333,10.81563,8.115,981.9167,2017-04-06
"5670",346664,2017-04-06 09:52:00,10.11311,NA,6.03,9.205,10.8075,8.11625,981.7917,2017-04-06
"5671",346665,2017-04-06 10:02:00,10.11258,NA,6.02,9.3075,10.80604,8.117083,981.6667,2017-04-06
"5672",346666,2017-04-06 10:12:00,10.10852,NA,6.02,9.407083,10.80365,8.1175,981.5417,2017-04-06
"5673",346667,2017-04-06 10:22:00,10.10292,NA,6.02,9.505833,10.80156,8.117917,981.5,2017-04-06
"5674",346668,2017-04-06 10:32:00,10.10556,NA,6.01,9.602083,10.79146,8.118333,981.4167,2017-04-06
"5675",346669,2017-04-06 10:42:00,10.0991,NA,6.01,9.69625,10.79292,8.11875,981.375,2017-04-06
"5676",346670,2017-04-06 10:52:00,10.0978,NA,6.01,9.78,10.79385,8.11875,981.2917,2017-04-06
"5677",346671,2017-04-06 11:02:00,10.09692,NA,6.01,9.8625,10.79208,8.11875,981.2083,2017-04-06
"5678",346672,2017-04-06 11:12:00,10.09443,NA,6.01,9.941667,10.79677,8.11875,981.125,2017-04-06
"5679",346673,2017-04-06 11:22:00,10.09393,NA,6,10.01,10.7874,8.118333,981.125,2017-04-06
"5680",346674,2017-04-06 11:32:00,10.08718,NA,6.01,10.08,10.79167,8.117917,981.0417,2017-04-06
"5681",346675,2017-04-06 11:42:00,10.08796,NA,5.99,10.13917,10.77906,8.116667,981,2017-04-06
"5682",346676,2017-04-06 11:52:00,10.0893,NA,5.98,10.19083,10.77125,8.115833,981,2017-04-06
"5683",346677,2017-04-06 12:02:00,10.09065,NA,5.97,10.23375,10.76677,8.114583,981,2017-04-06
"5684",346678,2017-04-06 12:12:00,10.09,NA,5.97,10.2675,10.76135,8.113333,981,2017-04-06
"5685",346679,2017-04-06 12:22:00,10.08913,NA,5.96,10.29583,10.75729,8.111667,980.9583,2017-04-06
"5686",346680,2017-04-06 12:32:00,10.08854,NA,5.96,10.31833,10.7601,8.11,980.9583,2017-04-06
"5687",346681,2017-04-06 12:42:00,10.08697,NA,5.96,10.33917,10.75385,8.108333,980.9167,2017-04-06
"5688",346682,2017-04-06 12:52:00,10.08452,NA,5.95,10.3575,10.74927,8.106667,980.9167,2017-04-06
"5689",346683,2017-04-06 13:02:00,10.08333,NA,5.95,10.36542,10.74615,8.105,980.9167,2017-04-06
"5690",346684,2017-04-06 13:12:00,10.0832,NA,5.94,10.36458,10.74292,8.102917,980.9167,2017-04-06
"5691",346685,2017-04-06 13:22:00,10.08633,NA,5.94,10.35917,10.74312,8.10125,980.9583,2017-04-06
"5692",346686,2017-04-06 13:32:00,10.08879,NA,5.92,10.33833,10.72823,8.09875,981,2017-04-06
"5693",346687,2017-04-06 13:42:00,10.08721,NA,5.93,10.32083,10.72948,8.096667,981.0417,2017-04-06
"5694",346688,2017-04-06 13:52:00,10.08589,NA,5.91,10.2975,10.71823,8.094167,981.0833,2017-04-06
"5695",346689,2017-04-06 14:02:00,10.08987,NA,5.9,10.27042,10.7075,8.092083,981.125,2017-04-06
"5696",346690,2017-04-06 14:12:00,10.09411,NA,5.88,10.24,10.69521,8.089583,981.2083,2017-04-06
"5697",346691,2017-04-06 14:22:00,10.09538,NA,5.87,10.20042,10.68604,8.087083,981.25,2017-04-06
"5698",346692,2017-04-06 14:32:00,10.09607,NA,5.85,10.155,10.66865,8.084167,981.3333,2017-04-06
"5699",346693,2017-04-06 14:42:00,10.10168,NA,5.83,10.1,10.65792,8.08125,981.4583,2017-04-06
"5700",346694,2017-04-06 14:52:00,10.1041,NA,5.82,10.04167,10.6499,8.077917,981.5,2017-04-06
