"","...1","Time","No3","O2","Q","WT","WL","PH","EL","date"
"10199",351624,2017-05-10 20:42:00,10.08703,NA,5.2,8.257083,10.14342,7.862917,975.375,2017-05-10
"10200",351625,2017-05-10 20:52:00,10.08744,NA,5.21,8.187917,10.14634,7.862083,975.4583,2017-05-10
"10201",351626,2017-05-10 21:02:00,10.08867,NA,5.21,8.12125,10.14811,7.862083,975.5,2017-05-10
"10202",351627,2017-05-10 21:12:00,10.08854,NA,5.21,8.05625,10.14749,7.8625,975.5417,2017-05-10
"10203",351628,2017-05-10 21:22:00,10.08789,NA,5.21,7.99375,10.14842,7.863333,975.5833,2017-05-10
"10204",351629,2017-05-10 21:32:00,10.08423,NA,5.21,7.933333,10.1478,7.86375,975.625,2017-05-10
"10205",351630,2017-05-10 21:42:00,10.09406,NA,5.2,7.875,10.14384,7.865,975.6667,2017-05-10
"10206",351631,2017-05-10 21:52:00,10.09638,NA,5.2,7.81875,10.14207,7.86625,975.7083,2017-05-10
"10207",351632,2017-05-10 22:02:00,10.09578,NA,5.2,7.765,10.13613,7.867917,975.75,2017-05-10
"10208",351633,2017-05-10 22:12:00,10.10045,NA,5.2,7.7125,10.13801,7.869583,975.7917,2017-05-10
"10209",351634,2017-05-10 22:22:00,10.09757,NA,5.19,7.662083,10.13487,7.871667,975.8333,2017-05-10
"10210",351635,2017-05-10 22:32:00,10.09995,NA,5.19,7.61375,10.13389,7.87375,975.9167,2017-05-10
"10211",351636,2017-05-10 22:42:00,10.1019,NA,5.19,7.5675,10.13288,7.875833,975.9583,2017-05-10
"10212",351637,2017-05-10 22:52:00,10.10238,NA,5.19,7.522917,10.13134,7.8775,976,2017-05-10
"10213",351638,2017-05-10 23:02:00,10.10287,NA,5.19,7.479583,10.13155,7.87875,976.0833,2017-05-10
"10214",351639,2017-05-10 23:12:00,10.10246,NA,5.19,7.437917,10.13259,7.880417,976.125,2017-05-10
"10215",351640,2017-05-10 23:22:00,10.10461,NA,5.19,7.3975,10.13124,7.8825,976.1667,2017-05-10
"10216",351641,2017-05-10 23:32:00,10.10605,NA,5.19,7.358333,10.13384,7.884583,976.2083,2017-05-10
"10217",351642,2017-05-10 23:42:00,10.09807,NA,5.19,7.320417,10.13436,7.88625,976.25,2017-05-10
"10218",351643,2017-05-10 23:52:00,10.09991,NA,5.19,7.283333,10.13113,7.887917,976.2917,2017-05-10
"10219",351644,2017-05-11 00:02:00,10.10203,NA,5.2,7.247083,10.13603,7.889167,976.3333,2017-05-11
"10220",351645,2017-05-11 00:12:00,10.1025,NA,5.19,7.2125,10.13301,7.890833,976.375,2017-05-11
"10221",351646,2017-05-11 00:22:00,10.10538,NA,5.19,7.17875,10.13342,7.892083,976.4167,2017-05-11
"10222",351647,2017-05-11 00:32:00,10.10448,NA,5.2,7.145833,10.13622,7.89375,976.4167,2017-05-11
"10223",351648,2017-05-11 00:42:00,10.10615,NA,5.2,7.11375,10.13701,7.895833,976.5,2017-05-11
"10224",351649,2017-05-11 00:52:00,10.11132,NA,5.2,7.082917,10.13813,7.8975,976.5417,2017-05-11
"10225",351650,2017-05-11 01:02:00,10.11208,NA,5.2,7.053333,10.13667,7.899583,976.5417,2017-05-11
"10226",351651,2017-05-11 01:12:00,10.11702,NA,5.2,7.024583,10.13885,7.900833,976.5833,2017-05-11
"10227",351652,2017-05-11 01:22:00,10.11472,NA,5.2,6.996667,10.13948,7.902083,976.625,2017-05-11
"10228",351653,2017-05-11 01:32:00,10.11878,NA,5.2,6.969583,10.13969,7.90375,976.6667,2017-05-11
"10229",351654,2017-05-11 01:42:00,10.12486,NA,5.2,6.943333,10.14219,7.905417,976.7083,2017-05-11
"10230",351655,2017-05-11 01:52:00,10.12273,NA,5.21,6.918333,10.14667,7.907083,976.75,2017-05-11
"10231",351656,2017-05-11 02:02:00,10.11897,NA,5.2,6.89375,10.14302,7.90875,976.7917,2017-05-11
"10232",351657,2017-05-11 02:12:00,10.12075,NA,5.21,6.870417,10.14719,7.91,976.8333,2017-05-11
"10233",351658,2017-05-11 02:22:00,10.1254,NA,5.21,6.847917,10.14792,7.911667,976.875,2017-05-11
"10234",351659,2017-05-11 02:32:00,10.12611,NA,5.21,6.82625,10.14677,7.912917,976.9167,2017-05-11
"10235",351660,2017-05-11 02:42:00,10.1269,NA,5.21,6.805417,10.14885,7.91375,976.9167,2017-05-11
"10236",351661,2017-05-11 02:52:00,10.13035,NA,5.21,6.78625,10.15094,7.915833,976.9583,2017-05-11
"10237",351662,2017-05-11 03:02:00,10.13732,NA,5.22,6.767917,10.15344,7.917083,977,2017-05-11
"10238",351663,2017-05-11 03:12:00,10.13432,NA,5.22,6.751667,10.15594,7.919583,977,2017-05-11
"10239",351664,2017-05-11 03:22:00,10.14227,NA,5.23,6.738333,10.16542,7.921667,976.7917,2017-05-11
"10240",351665,2017-05-11 03:32:00,10.13898,NA,5.24,6.7275,10.17115,7.924167,976.75,2017-05-11
"10241",351666,2017-05-11 03:42:00,10.13967,NA,5.24,6.720833,10.17781,7.926667,976.7083,2017-05-11
"10242",351667,2017-05-11 03:52:00,10.14156,NA,5.26,6.719583,10.18719,7.929583,976.625,2017-05-11
"10243",351668,2017-05-11 04:02:00,10.14566,NA,5.27,6.725,10.20021,7.932917,976.5417,2017-05-11
"10244",351669,2017-05-11 04:12:00,10.1401,NA,5.28,6.736667,10.20677,7.93625,976.4583,2017-05-11
"10245",351670,2017-05-11 04:22:00,10.13924,NA,5.29,6.755417,10.21677,7.939583,976.375,2017-05-11
"10246",351671,2017-05-11 04:32:00,10.14163,NA,5.31,6.78125,10.23031,7.943333,976.25,2017-05-11
"10247",351672,2017-05-11 04:42:00,10.14092,NA,5.32,6.81375,10.24229,7.9475,976.125,2017-05-11
"10248",351673,2017-05-11 04:52:00,10.1385,NA,5.34,6.853333,10.25583,7.950833,975.2083,2017-05-11
"10249",351674,2017-05-11 05:02:00,10.13425,NA,5.36,6.900417,10.27125,7.955,974.7083,2017-05-11
"10250",351675,2017-05-11 05:12:00,10.13594,NA,5.37,6.95375,10.28448,7.95875,974.5417,2017-05-11
"10251",351676,2017-05-11 05:22:00,10.1287,NA,5.39,7.012917,10.29542,7.962917,974.5833,2017-05-11
"10252",351677,2017-05-11 05:32:00,10.12906,NA,5.41,7.079167,10.31271,7.967083,974.25,2017-05-11
"10253",351678,2017-05-11 05:42:00,10.12745,NA,5.42,7.150833,10.32635,7.971667,974.0833,2017-05-11
"10254",351679,2017-05-11 05:52:00,10.1264,NA,5.44,7.2275,10.33677,7.975833,974,2017-05-11
"10255",351680,2017-05-11 06:02:00,10.11974,NA,5.45,7.31,10.35135,7.98,973.25,2017-05-11
"10256",351681,2017-05-11 06:12:00,10.11964,NA,5.47,7.39875,10.36865,7.984583,972.4583,2017-05-11
"10257",351682,2017-05-11 06:22:00,10.11209,NA,5.49,7.492917,10.38188,7.989167,971.75,2017-05-11
"10258",351683,2017-05-11 06:32:00,10.10698,NA,5.5,7.591667,10.39344,7.99375,971.125,2017-05-11
"10259",351684,2017-05-11 06:42:00,10.10464,NA,5.52,7.69625,10.40615,7.997917,970.4583,2017-05-11
"10260",351685,2017-05-11 06:52:00,10.09838,NA,5.54,7.80625,10.41865,8.0025,970.4167,2017-05-11
"10261",351686,2017-05-11 07:02:00,10.09636,NA,5.55,7.92125,10.43135,8.006667,969.1667,2017-05-11
"10262",351687,2017-05-11 07:12:00,10.09066,NA,5.57,8.04125,10.44604,8.010417,968.4167,2017-05-11
"10263",351688,2017-05-11 07:22:00,10.08927,NA,5.59,8.165833,10.45958,8.014167,967.7083,2017-05-11
"10264",351689,2017-05-11 07:32:00,10.0845,NA,5.6,8.294167,10.46708,8.017083,967.1667,2017-05-11
"10265",351690,2017-05-11 07:42:00,10.07788,NA,5.61,8.425833,10.47667,8.02,966.9167,2017-05-11
"10266",351691,2017-05-11 07:52:00,10.07491,NA,5.62,8.560417,10.48594,8.022917,966.625,2017-05-11
"10267",351692,2017-05-11 08:02:00,10.07505,NA,5.62,8.695833,10.48792,8.025417,966.5,2017-05-11
"10268",351693,2017-05-11 08:12:00,10.0708,NA,5.63,8.83125,10.4925,8.0275,964.9167,2017-05-11
"10269",351694,2017-05-11 08:22:00,10.0662,NA,5.64,8.967083,10.4999,8.029167,963.75,2017-05-11
"10270",351695,2017-05-11 08:32:00,10.05997,NA,5.64,9.102917,10.50177,8.030417,961.6667,2017-05-11
"10271",351696,2017-05-11 08:42:00,10.04952,NA,5.64,9.237083,10.50448,8.031667,960.625,2017-05-11
"10272",351697,2017-05-11 08:52:00,10.04862,NA,5.64,9.37,10.50323,8.0325,959.5417,2017-05-11
"10273",351698,2017-05-11 09:02:00,10.03975,NA,5.64,9.502917,10.50125,8.033333,959.7083,2017-05-11
"10274",351699,2017-05-11 09:12:00,10.03699,NA,5.64,9.635,10.49948,8.034167,958.4583,2017-05-11
"10275",351700,2017-05-11 09:22:00,10.03326,NA,5.63,9.76625,10.49573,8.034583,957.9583,2017-05-11
"10276",351701,2017-05-11 09:32:00,10.03247,NA,5.63,9.89625,10.49552,8.035,957.1667,2017-05-11
"10277",351702,2017-05-11 09:42:00,10.02767,NA,5.63,10.02542,10.49156,8.035,956.25,2017-05-11
"10278",351703,2017-05-11 09:52:00,10.02332,NA,5.62,10.15292,10.48865,8.034583,955.0417,2017-05-11
"10279",351704,2017-05-11 10:02:00,10.01656,NA,5.62,10.27917,10.49083,8.034167,954.4167,2017-05-11
"10280",351705,2017-05-11 10:12:00,10.01081,NA,5.62,10.40458,10.48604,8.03375,954.5,2017-05-11
"10281",351706,2017-05-11 10:22:00,10.01078,NA,5.62,10.52792,10.48469,8.033333,953.2917,2017-05-11
"10282",351707,2017-05-11 10:32:00,10.00749,NA,5.62,10.64917,10.48479,8.0325,953.5,2017-05-11
"10283",351708,2017-05-11 10:42:00,10.00523,NA,5.61,10.76875,10.48312,8.03125,951.5417,2017-05-11
"10284",351709,2017-05-11 10:52:00,9.995146,NA,5.61,10.88542,10.48292,8.03,951.125,2017-05-11
"10285",351710,2017-05-11 11:02:00,9.993698,NA,5.61,10.99875,10.47813,8.02875,949.75,2017-05-11
"10286",351711,2017-05-11 11:12:00,9.987742,NA,5.6,11.10917,10.47198,8.0275,949.5,2017-05-11
"10287",351712,2017-05-11 11:22:00,9.98439,NA,5.6,11.21625,10.46719,8.025833,947.875,2017-05-11
"10288",351713,2017-05-11 11:32:00,9.978188,NA,5.58,11.32,10.45823,8.024167,947.125,2017-05-11
"10289",351714,2017-05-11 11:42:00,9.977049,NA,5.58,11.41875,10.45552,8.022083,946.0833,2017-05-11
"10290",351715,2017-05-11 11:52:00,9.972536,NA,5.57,11.5125,10.44656,8.020417,945.5833,2017-05-11
"10291",351716,2017-05-11 12:02:00,9.969302,NA,5.56,11.60042,10.43865,8.017917,944.5,2017-05-11
"10292",351717,2017-05-11 12:12:00,9.965613,NA,5.56,11.68208,10.43625,8.015417,944.5,2017-05-11
"10293",351718,2017-05-11 12:22:00,9.95695,NA,5.55,11.75833,10.4275,8.012917,944.5833,2017-05-11
"10294",351719,2017-05-11 12:32:00,9.954614,NA,5.54,11.82917,10.42115,8.010417,945.0417,2017-05-11
"10295",351720,2017-05-11 12:42:00,9.953109,NA,5.53,11.89208,10.41271,8.007917,945.9167,2017-05-11
"10296",351721,2017-05-11 12:52:00,9.953994,NA,5.52,11.95,10.40906,8.005,945.0417,2017-05-11
"10297",351722,2017-05-11 13:02:00,9.952333,NA,5.52,11.99833,10.40552,8.002083,946.25,2017-05-11
"10298",351723,2017-05-11 13:12:00,9.949281,NA,5.51,12.04292,10.4001,7.999167,945.9167,2017-05-11
"10299",351724,2017-05-11 13:22:00,9.948209,NA,5.51,12.08,10.39458,7.99625,945.9167,2017-05-11
"10300",351725,2017-05-11 13:32:00,9.946928,NA,5.5,12.11083,10.38865,7.992917,945.75,2017-05-11
"10301",351726,2017-05-11 13:42:00,9.944178,NA,5.48,12.13333,10.37698,7.99,945.6667,2017-05-11
"10302",351727,2017-05-11 13:52:00,9.943615,NA,5.48,12.14833,10.37354,7.98625,945.625,2017-05-11
"10303",351728,2017-05-11 14:02:00,9.943953,NA,5.47,12.155,10.36667,7.983333,945.5833,2017-05-11
"10304",351729,2017-05-11 14:12:00,9.942901,NA,5.46,12.15458,10.35698,7.979583,945.1667,2017-05-11
"10305",351730,2017-05-11 14:22:00,9.943797,NA,5.45,12.1475,10.35156,7.975833,945.3333,2017-05-11
"10306",351731,2017-05-11 14:32:00,9.941151,NA,5.44,12.13458,10.34323,7.972083,945,2017-05-11
"10307",351732,2017-05-11 14:42:00,9.940984,NA,5.43,12.11708,10.3325,7.968333,946.2083,2017-05-11
"10308",351733,2017-05-11 14:52:00,9.940372,NA,5.41,12.09042,10.3175,7.965,947.0417,2017-05-11
"10309",351734,2017-05-11 15:02:00,9.941143,NA,5.4,12.06125,10.30906,7.96125,945.9167,2017-05-11
"10310",351735,2017-05-11 15:12:00,9.943342,NA,5.39,12.02083,10.29969,7.957083,947.2083,2017-05-11
"10311",351736,2017-05-11 15:22:00,9.939274,NA,5.38,11.97958,10.2876,7.953333,948.6667,2017-05-11
"10312",351737,2017-05-11 15:32:00,9.94018,NA,5.36,11.93333,10.27698,7.949167,949.5833,2017-05-11
"10313",351738,2017-05-11 15:42:00,9.93994,NA,5.35,11.88583,10.26885,7.945,950.5417,2017-05-11
"10314",351739,2017-05-11 15:52:00,9.940513,NA,5.34,11.83333,10.25583,7.94125,951.0417,2017-05-11
"10315",351740,2017-05-11 16:02:00,9.941737,NA,5.32,11.77917,10.24229,7.936667,952.5,2017-05-11
"10316",351741,2017-05-11 16:12:00,9.943706,NA,5.31,11.72083,10.23323,7.9325,953.7083,2017-05-11
"10317",351742,2017-05-11 16:22:00,9.947476,NA,5.29,11.65958,10.21823,7.927917,954.7083,2017-05-11
"10318",351743,2017-05-11 16:32:00,9.95119,NA,5.28,11.59625,10.21052,7.923333,954.875,2017-05-11
"10319",351744,2017-05-11 16:42:00,9.9538,NA,5.27,11.5325,10.2025,7.91875,955.1667,2017-05-11
"10320",351745,2017-05-11 16:52:00,9.955756,NA,5.26,11.46917,10.19438,7.914167,956.4167,2017-05-11
"10321",351746,2017-05-11 17:02:00,9.957799,NA,5.25,11.40417,10.18219,7.909583,957.9583,2017-05-11
"10322",351747,2017-05-11 17:12:00,9.959398,NA,5.24,11.34042,10.17219,7.905,957.9167,2017-05-11
"10323",351748,2017-05-11 17:22:00,9.963377,NA,5.23,11.2725,10.16781,7.899583,958.0833,2017-05-11
"10324",351749,2017-05-11 17:32:00,9.963639,NA,5.22,11.20458,10.15917,7.895,958.7083,2017-05-11
"10325",351750,2017-05-11 17:42:00,9.965134,NA,5.21,11.13667,10.14844,7.889583,959.1667,2017-05-11
"10326",351751,2017-05-11 17:52:00,9.965477,NA,5.2,11.07083,10.14292,7.884583,959.5833,2017-05-11
"10327",351752,2017-05-11 18:02:00,9.965238,NA,5.2,11.00542,10.13813,7.879583,959.4167,2017-05-11
"10328",351753,2017-05-11 18:12:00,9.967227,NA,5.18,10.94208,10.12667,7.874167,959.875,2017-05-11
"10329",351754,2017-05-11 18:22:00,9.966999,NA,5.18,10.87958,10.12094,7.86875,960.9167,2017-05-11
"10330",351755,2017-05-11 18:32:00,9.967191,NA,5.17,10.81667,10.11063,7.863333,962.2083,2017-05-11
"10331",351756,2017-05-11 18:42:00,9.966669,NA,5.16,10.75458,10.1075,7.857917,962.8333,2017-05-11
"10332",351757,2017-05-11 18:52:00,9.968691,NA,5.16,10.69417,10.10271,7.8525,962.8333,2017-05-11
"10333",351758,2017-05-11 19:02:00,9.96797,NA,5.15,10.63542,10.10031,7.847083,963.25,2017-05-11
"10334",351759,2017-05-11 19:12:00,9.971208,NA,5.15,10.57917,10.09583,7.841667,963.7917,2017-05-11
"10335",351760,2017-05-11 19:22:00,9.970979,NA,5.14,10.52458,10.08802,7.836667,964.25,2017-05-11
"10336",351761,2017-05-11 19:32:00,9.972743,NA,5.14,10.47083,10.0875,7.831667,964.2917,2017-05-11
"10337",351762,2017-05-11 19:42:00,9.975531,NA,5.14,10.41792,10.09167,7.827083,964.4167,2017-05-11
"10338",351763,2017-05-11 19:52:00,9.979212,NA,5.14,10.3675,10.08781,7.8225,964.75,2017-05-11
"10339",351764,2017-05-11 20:02:00,9.983316,NA,5.14,10.31917,10.08677,7.81875,965.1667,2017-05-11
"10340",351765,2017-05-11 20:12:00,9.98316,NA,5.14,10.2725,10.09167,7.815417,965.2917,2017-05-11
"10341",351766,2017-05-11 20:22:00,9.985478,NA,5.14,10.2275,10.09271,7.812083,965.1667,2017-05-11
"10342",351767,2017-05-11 20:32:00,9.984264,NA,5.15,10.185,10.09396,7.809167,965,2017-05-11
"10343",351768,2017-05-11 20:42:00,9.98391,NA,5.15,10.14333,10.09469,7.80625,964.4583,2017-05-11
"10344",351769,2017-05-11 20:52:00,9.980518,NA,5.15,10.10375,10.09792,7.80375,964.625,2017-05-11
"10345",351770,2017-05-11 21:02:00,9.981347,NA,5.15,10.06625,10.09729,7.801667,964.125,2017-05-11
"10346",351771,2017-05-11 21:12:00,9.981975,NA,5.15,10.03,10.09854,7.8,963.75,2017-05-11
"10347",351772,2017-05-11 21:22:00,9.987214,NA,5.15,9.995417,10.10094,7.79875,963.3333,2017-05-11
"10348",351773,2017-05-11 21:32:00,9.985615,NA,5.16,9.962083,10.10281,7.7975,963.25,2017-05-11
"10349",351774,2017-05-11 21:42:00,9.987584,NA,5.15,9.93,10.10125,7.7975,963.125,2017-05-11
"10350",351775,2017-05-11 21:52:00,9.987201,NA,5.16,9.899167,10.1074,7.797083,963.4167,2017-05-11
"10351",351776,2017-05-11 22:02:00,9.989881,NA,5.16,9.87,10.10635,7.797083,963.7083,2017-05-11
"10352",351777,2017-05-11 22:12:00,9.995373,NA,5.16,9.8425,10.10542,7.7975,963.9583,2017-05-11
"10353",351778,2017-05-11 22:22:00,9.995581,NA,5.16,9.817083,10.10812,7.798333,964.0833,2017-05-11
"10354",351779,2017-05-11 22:32:00,9.999488,NA,5.17,9.792917,10.11208,7.799167,964.4583,2017-05-11
"10355",351780,2017-05-11 22:42:00,9.995405,NA,5.17,9.770417,10.11094,7.800417,964.5833,2017-05-11
"10356",351781,2017-05-11 22:52:00,9.996826,NA,5.17,9.74875,10.11333,7.80125,964.5417,2017-05-11
"10357",351782,2017-05-11 23:02:00,9.997227,NA,5.17,9.727917,10.11646,7.8025,964.3333,2017-05-11
"10358",351783,2017-05-11 23:12:00,9.994621,NA,5.17,9.70875,10.11719,7.80375,964.0833,2017-05-11
"10359",351784,2017-05-11 23:22:00,9.992024,NA,5.18,9.690417,10.12094,7.805417,963.8333,2017-05-11
"10360",351785,2017-05-11 23:32:00,9.997082,NA,5.18,9.673333,10.12594,7.807083,963.875,2017-05-11
"10361",351786,2017-05-11 23:42:00,9.99268,NA,5.19,9.657083,10.12979,7.808333,964.0417,2017-05-11
"10362",351787,2017-05-11 23:52:00,9.99291,NA,5.19,9.641667,10.12917,7.810417,963.9167,2017-05-11
"10363",351788,2017-05-12 00:02:00,9.987215,NA,5.19,9.627083,10.13229,7.812083,963.6667,2017-05-12
"10364",351789,2017-05-12 00:12:00,9.983175,NA,5.19,9.6125,10.1325,7.81375,963.6667,2017-05-12
"10365",351790,2017-05-12 00:22:00,9.984558,NA,5.19,9.598333,10.13344,7.815833,963.75,2017-05-12
"10366",351791,2017-05-12 00:32:00,9.983709,NA,5.19,9.584167,10.13063,7.817917,963.625,2017-05-12
"10367",351792,2017-05-12 00:42:00,9.990193,NA,5.19,9.57,10.13427,7.82,963.9583,2017-05-12
"10368",351793,2017-05-12 00:52:00,9.987339,NA,5.19,9.555833,10.13292,7.822083,964.2917,2017-05-12
"10369",351794,2017-05-12 01:02:00,9.987311,NA,5.19,9.541667,10.13438,7.824167,965.1667,2017-05-12
"10370",351795,2017-05-12 01:12:00,9.989247,NA,5.19,9.527083,10.13542,7.82625,965.5417,2017-05-12
"10371",351796,2017-05-12 01:22:00,9.987365,NA,5.19,9.512917,10.13281,7.827917,965.9583,2017-05-12
"10372",351797,2017-05-12 01:32:00,9.982004,NA,5.19,9.499167,10.13063,7.83,965.3333,2017-05-12
"10373",351798,2017-05-12 01:42:00,9.983854,NA,5.19,9.485417,10.1324,7.831667,965.0417,2017-05-12
"10374",351799,2017-05-12 01:52:00,9.982552,NA,5.19,9.47125,10.13219,7.833333,964.625,2017-05-12
"10375",351800,2017-05-12 02:02:00,9.98003,NA,5.19,9.457083,10.13292,7.835,964.625,2017-05-12
"10376",351801,2017-05-12 02:12:00,9.974682,NA,5.19,9.44375,10.13208,7.836667,964.625,2017-05-12
"10377",351802,2017-05-12 02:22:00,9.971576,NA,5.2,9.430417,10.13625,7.837917,964.9167,2017-05-12
"10378",351803,2017-05-12 02:32:00,9.969405,NA,5.2,9.41875,10.14365,7.84,965.3333,2017-05-12
"10379",351804,2017-05-12 02:42:00,9.96909,NA,5.21,9.4075,10.14417,7.842083,965.625,2017-05-12
"10380",351805,2017-05-12 02:52:00,9.973038,NA,5.21,9.3975,10.14719,7.844583,965.75,2017-05-12
"10381",351806,2017-05-12 03:02:00,9.971961,NA,5.21,9.388333,10.15125,7.846667,965.9167,2017-05-12
"10382",351807,2017-05-12 03:12:00,9.972455,NA,5.22,9.38,10.15781,7.849167,966.5417,2017-05-12
"10383",351808,2017-05-12 03:22:00,9.975745,NA,5.23,9.372083,10.16354,7.852083,967.0417,2017-05-12
"10384",351809,2017-05-12 03:32:00,9.9776,NA,5.23,9.365,10.16417,7.854583,968.2083,2017-05-12
"10385",351810,2017-05-12 03:42:00,9.978464,NA,5.23,9.359167,10.16417,7.8575,968.4583,2017-05-12
"10386",351811,2017-05-12 03:52:00,9.978208,NA,5.24,9.355417,10.17021,7.86,968.7917,2017-05-12
"10387",351812,2017-05-12 04:02:00,9.98392,NA,5.24,9.352917,10.17146,7.862917,968.7917,2017-05-12
"10388",351813,2017-05-12 04:12:00,9.985931,NA,5.25,9.352083,10.18313,7.865833,968.75,2017-05-12
"10389",351814,2017-05-12 04:22:00,9.984957,NA,5.26,9.35375,10.18771,7.869167,968.7917,2017-05-12
"10390",351815,2017-05-12 04:32:00,9.987629,NA,5.27,9.356667,10.1974,7.871667,968.75,2017-05-12
"10391",351816,2017-05-12 04:42:00,9.985183,NA,5.29,9.3625,10.21677,7.875,968.8333,2017-05-12
"10392",351817,2017-05-12 04:52:00,9.988248,NA,5.31,9.37,10.22937,7.877917,968.75,2017-05-12
"10393",351818,2017-05-12 05:02:00,9.989835,NA,5.32,9.380833,10.2425,7.88125,968.3333,2017-05-12
"10394",351819,2017-05-12 05:12:00,9.989317,NA,5.34,9.39375,10.25646,7.884583,968.4167,2017-05-12
"10395",351820,2017-05-12 05:22:00,9.986657,NA,5.36,9.409583,10.27198,7.8875,968.5417,2017-05-12
"10396",351821,2017-05-12 05:32:00,9.988062,NA,5.38,9.428333,10.29156,7.890833,968.4583,2017-05-12
"10397",351822,2017-05-12 05:42:00,9.989636,NA,5.4,9.45,10.3049,7.894167,968.2917,2017-05-12
"10398",351823,2017-05-12 05:52:00,9.991288,NA,5.42,9.47375,10.32052,7.8975,968.625,2017-05-12
"10399",351824,2017-05-12 06:02:00,9.989409,NA,5.44,9.50125,10.33938,7.900833,969,2017-05-12
"10400",351825,2017-05-12 06:12:00,9.995299,NA,5.45,9.531667,10.34844,7.904583,969.2917,2017-05-12
"10401",351826,2017-05-12 06:22:00,9.994959,NA,5.47,9.564167,10.36156,7.907917,969.2083,2017-05-12
"10402",351827,2017-05-12 06:32:00,9.993324,NA,5.48,9.600417,10.37271,7.912083,969.2083,2017-05-12
"10403",351828,2017-05-12 06:42:00,9.99385,NA,5.49,9.64,10.37781,7.915417,968.9583,2017-05-12
"10404",351829,2017-05-12 06:52:00,9.992333,NA,5.5,9.684167,10.39333,7.919583,969.0833,2017-05-12
"10405",351830,2017-05-12 07:02:00,9.993261,NA,5.51,9.7325,10.40198,7.923333,969.2083,2017-05-12
"10406",351831,2017-05-12 07:12:00,9.992388,NA,5.53,9.785417,10.41177,7.927083,968.5,2017-05-12
"10407",351832,2017-05-12 07:22:00,9.993285,NA,5.54,9.840417,10.42146,7.93125,968.3333,2017-05-12
"10408",351833,2017-05-12 07:32:00,9.989208,NA,5.55,9.899167,10.42729,7.935,968.3333,2017-05-12
"10409",351834,2017-05-12 07:42:00,9.985368,NA,5.56,9.962083,10.44125,7.938333,968.7917,2017-05-12
"10410",351835,2017-05-12 07:52:00,9.9849,NA,5.57,10.02958,10.44667,7.9425,968.1667,2017-05-12
"10411",351836,2017-05-12 08:02:00,9.982238,NA,5.58,10.10042,10.45615,7.94625,968,2017-05-12
"10412",351837,2017-05-12 08:12:00,9.976239,NA,5.59,10.17417,10.465,7.95,967.8333,2017-05-12
"10413",351838,2017-05-12 08:22:00,9.979245,NA,5.6,10.25167,10.47156,7.95375,967.5833,2017-05-12
"10414",351839,2017-05-12 08:32:00,9.976453,NA,5.6,10.33208,10.47365,7.956667,967.375,2017-05-12
"10415",351840,2017-05-12 08:42:00,9.973333,NA,5.61,10.41417,10.47771,7.96,967.25,2017-05-12
"10416",351841,2017-05-12 08:52:00,9.970144,NA,5.61,10.49792,10.47677,7.9625,967.0417,2017-05-12
"10417",351842,2017-05-12 09:02:00,9.967151,NA,5.61,10.58292,10.47927,7.965417,967.0417,2017-05-12
"10418",351843,2017-05-12 09:12:00,9.962805,NA,5.61,10.6725,10.47792,7.967917,967.375,2017-05-12
"10419",351844,2017-05-12 09:22:00,9.958928,NA,5.6,10.7675,10.475,7.970417,967.0417,2017-05-12
"10420",351845,2017-05-12 09:32:00,9.957038,NA,5.61,10.86542,10.4776,7.972917,966.6667,2017-05-12
"10421",351846,2017-05-12 09:42:00,9.953215,NA,5.6,10.965,10.4725,7.975417,966.4583,2017-05-12
"10422",351847,2017-05-12 09:52:00,9.947631,NA,5.61,11.06583,10.47552,7.977083,966.75,2017-05-12
"10423",351848,2017-05-12 10:02:00,9.943428,NA,5.6,11.16833,10.47219,7.979167,966.5417,2017-05-12
"10424",351849,2017-05-12 10:12:00,9.939235,NA,5.6,11.27208,10.47094,7.980833,966.3333,2017-05-12
"10425",351850,2017-05-12 10:22:00,9.930922,NA,5.6,11.37542,10.46729,7.982083,966.4583,2017-05-12
"10426",351851,2017-05-12 10:32:00,9.93014,NA,5.59,11.47958,10.46427,7.983333,966.25,2017-05-12
"10427",351852,2017-05-12 10:42:00,9.928312,NA,5.59,11.58583,10.46094,7.984167,966.125,2017-05-12
"10428",351853,2017-05-12 10:52:00,9.924724,NA,5.59,11.68917,10.45948,7.985,965.875,2017-05-12
"10429",351854,2017-05-12 11:02:00,9.919504,NA,5.58,11.79167,10.45625,7.985,965.7083,2017-05-12
"10430",351855,2017-05-12 11:12:00,9.917337,NA,5.58,11.8875,10.455,7.985,965.4583,2017-05-12
"10431",351856,2017-05-12 11:22:00,9.913775,NA,5.58,11.97708,10.45531,7.984167,965.4167,2017-05-12
"10432",351857,2017-05-12 11:32:00,9.911603,NA,5.57,12.06333,10.45031,7.983333,965.1667,2017-05-12
"10433",351858,2017-05-12 11:42:00,9.910379,NA,5.58,12.14542,10.45115,7.982083,964.7917,2017-05-12
"10434",351859,2017-05-12 11:52:00,9.90667,NA,5.57,12.22167,10.44281,7.980833,964.4583,2017-05-12
"10435",351860,2017-05-12 12:02:00,9.905957,NA,5.57,12.29167,10.44313,7.97875,964.2083,2017-05-12
"10436",351861,2017-05-12 12:12:00,9.903501,NA,5.56,12.3575,10.44219,7.97625,964.0833,2017-05-12
"10437",351862,2017-05-12 12:22:00,9.903495,NA,5.56,12.41833,10.43833,7.974167,963.75,2017-05-12
