"","...1","Time","No3","O2_konz","O2_proz","wl","wt","Ec","Ph","Q"
"1",157825,2023-01-01 00:02:00,7.10506375,11.2820833333333,100.0445833,9.045,9.514,896.39,8.01,3.99231394162445
"2",157826,2023-01-01 00:12:00,7.110454583,11.2891666666667,100.07875,9.035,9.518,896.47,8.01,3.98239316829907
"3",157827,2023-01-01 00:22:00,7.116430833,11.2829166666667,99.99791667,9.08749,9.497,896.58,8.01,4.03465103807694
"4",157828,2023-01-01 00:32:00,7.122524583,11.2875,100.0129167,9.12,9.472,895.95,8.01,4.06724522363742
"5",157829,2023-01-01 00:42:00,7.129516667,11.30416667,100.1429167,9.11749,9.478,895.61,8.01,4.06472250280477
"6",157830,2023-01-01 00:52:00,7.137147083,11.30375,100.1208333,9.0125,9.508,895.82,8.01,3.96013158500111
"7",157831,2023-01-01 01:02:00,7.142824167,11.3175,100.23375,9.12,9.536,895.73,8.01,4.06724522363742
"8",157832,2023-01-01 01:12:00,7.144894167,11.31875,100.2270833,9.1225,9.549,896.18,8.01,4.06975892923964
"9",157833,2023-01-01 01:22:00,7.140298333,11.32,100.2179167,9.0825,9.544,896.34,8.01,4.0296635662771
"10",157834,2023-01-01 01:32:00,7.1478375,11.33708333,100.3541667,9.0775,9.534,896.47,8.01,4.02467022044536
"11",157835,2023-01-01 01:42:00,7.143905417,11.31583333,100.1470833,8.94249,9.521,896.46,8.01,3.89139522572616
"12",157836,2023-01-01 01:52:00,7.1430725,11.32208333,100.1833333,9.1075,9.52,896.6,8.01,4.05469219354694
"13",157837,2023-01-01 02:02:00,7.142277917,11.31625,100.1120833,9.12,9.51,896.42,8.01,4.06724522363742
"14",157838,2023-01-01 02:12:00,7.139973333,11.33166667,100.2254167,8.9975,9.488,895.56,8.01,3.94533676325749
"15",157839,2023-01-01 02:22:00,7.13979125,11.35083333,100.3716667,9.015,9.469,896.14,8.01,3.96260098325674
"16",157840,2023-01-01 02:32:00,7.142147917,11.34125,100.2625,9.095,9.46,896.15,8.01,4.04216498033445
"17",157841,2023-01-01 02:42:00,7.144022917,11.33416667,100.1729167,9.1125,9.438,896.22,8.01,4.0597103065657
"18",157842,2023-01-01 02:52:00,7.1482025,11.34,100.19875,8.99249,9.4,896.39,8.01,3.94040352621397
"19",157843,2023-01-01 03:02:00,7.1511975,11.33291667,100.10625,9.1225,9.357,895.54,8.01,4.06975892923964
"20",157844,2023-01-01 03:12:00,7.15184875,11.34708333,100.2108333,8.9975,9.324,895.57,8.01,3.94533676325749
"21",157845,2023-01-01 03:22:00,7.152239167,11.3525,100.2308333,9.0625,9.293,895.59,8.01,4.00971492175681
"22",157846,2023-01-01 03:32:00,7.14753875,11.36583333,100.3145833,9.08,9.268,895.66,8.01,4.02716637780378
"23",157847,2023-01-01 03:42:00,7.150065,11.37208333,100.3366667,8.9975,9.246,895.81,8.01,3.94533676325749
"24",157848,2023-01-01 03:52:00,7.149049167,11.3575,100.1675,8.995,9.236,895.65,8.01,3.94287455293488
"25",157849,2023-01-01 04:02:00,7.148125,11.37625,100.29125,9.09,9.235,895.73,8.01,4.03716131980578
"26",157850,2023-01-01 04:12:00,7.144778333,11.37291667,100.21875,9.0775,9.232,895.75,8.01,4.02467022044536
"27",157851,2023-01-01 04:22:00,7.144244583,11.37916667,100.2258333,9.0125,9.227,895.83,8.01,3.96013158500111
"28",157852,2023-01-01 04:32:00,7.14221375,11.40166667,100.375,9,9.222,895.8,8.01,3.9478
"29",157853,2023-01-01 04:42:00,7.140507917,11.409375,100.399375,8.9525,9.213,895.77,8.01,3.90117388143299
"30",157854,2023-01-01 04:52:00,7.137122083,11.40770833,100.338125,8.995,9.196,895.81,8.01,3.94287455293488
"31",157855,2023-01-01 05:02:00,7.141249583,11.430625,100.4922917,9.0125,9.18,895.07,8.01,3.96013158500111
"32",157856,2023-01-01 05:12:00,7.142655833,11.43020833,100.4435417,9.06,9.144,895.38,8.01,4.0072259782268
"33",157857,2023-01-01 05:22:00,7.14760375,11.42604167,100.3739583,9.00999,9.125,895.58,8.01,3.95765334259928
"34",157858,2023-01-01 05:32:00,7.146392917,11.435625,100.4260417,8.98999,9.106,895.5,8.02,3.9379433724076
"35",157859,2023-01-01 05:42:00,7.146405833,11.464375,100.6502083,8.9975,9.076,895.62,8.02,3.94533676325749
"36",157860,2023-01-01 05:52:00,7.14803375,11.47770833,100.7502083,9,9.048,895.6,8.02,3.9478
"37",157861,2023-01-01 06:02:00,7.149622083,11.474375,100.7047917,9,9.021,895.82,8.02,3.9478
"38",157862,2023-01-01 06:12:00,7.153137917,11.490625,100.8402083,9,9.006,895.86,8.01,3.9478
"39",157863,2023-01-01 06:22:00,7.15128875,11.49479167,100.869375,9,9,895.8,8.01,3.9478
"40",157864,2023-01-01 06:32:00,7.15010375,11.49895833,100.8997917,9.08499,9.008,895.66,8.01,4.03215179107389
"41",157865,2023-01-01 06:42:00,7.147239583,11.50416667,100.9304167,9.08749,9.029,895.53,8.02,4.03465103807694
"42",157866,2023-01-01 06:52:00,7.14678375,11.508125,100.966875,9.0625,9.052,895.73,8.01,4.00971492175681
"43",157867,2023-01-01 07:02:00,7.139088333,11.49895833,100.8864583,9.015,9.073,895.09,8.01,3.96260098325674
"44",157868,2023-01-01 07:12:00,7.14291625,11.514375,101.0227083,9.08,9.084,895.02,8.01,4.02716637780378
"45",157869,2023-01-01 07:22:00,7.14391875,11.51854167,101.0614583,9.08499,9.103,894.87,8.01,4.03215179107389
"46",157870,2023-01-01 07:32:00,7.150467917,11.49770833,100.8947917,9.08749,9.118,894.9,8.01,4.03465103807694
"47",157871,2023-01-01 07:42:00,7.149985833,11.50145833,100.9514583,9.11749,9.141,894.9,8.02,4.06472250280477
"48",157872,2023-01-01 07:52:00,7.148462083,11.515625,101.1027083,9.12999,9.15,895.11,8.02,4.07729617847802
"49",157873,2023-01-01 08:02:00,7.151300833,11.525625,101.2260417,9.075,9.152,895.05,8.02,4.02217509405989
"50",157874,2023-01-01 08:12:00,7.152381667,11.51479167,101.1772917,9.00499,9.162,894.95,8.02,3.95271969010966
"51",157875,2023-01-01 08:22:00,7.154543333,11.515625,101.2410417,9.0775,9.185,894.86,8.02,4.02467022044536
"52",157876,2023-01-01 08:32:00,7.153319167,11.515625,101.3052083,9.08499,9.217,894.68,8.02,4.03215179107389
"53",157877,2023-01-01 08:42:00,7.152785,11.528125,101.4877083,9.0825,9.26,894.63,8.02,4.0296635662771
"54",157878,2023-01-01 08:52:00,7.14705625,11.51291667,101.4241667,9.1275,9.303,894.65,8.03,4.07478944116131
"55",157879,2023-01-01 09:02:00,7.148149583,11.49833333,101.3804167,9.13249,9.357,894.68,8.03,4.07981401489458
"56",157880,2023-01-01 09:12:00,7.141574167,11.46958333,101.21375,9.2075,9.405,894.64,8.03,4.15584079302782
"57",157881,2023-01-01 09:22:00,7.141535,11.47666667,101.3683333,9.20999,9.449,894.58,8.03,4.15838055422169
"58",157882,2023-01-01 09:32:00,7.140141667,11.47083333,101.4033333,9.25,9.503,894.59,8.04,4.19933149369008
"59",157883,2023-01-01 09:42:00,7.13894375,11.44166667,101.2391667,9.155,9.566,894.42,8.04,4.10253120438875
"60",157884,2023-01-01 09:52:00,7.138904583,11.43541667,101.2845833,9.20999,9.627,894.25,8.04,4.15838055422169
"61",157885,2023-01-01 10:02:00,7.135649167,11.42791667,101.3225,9.16249,9.69,894.31,8.05,4.11010875145225
"62",157886,2023-01-01 10:12:00,7.135180417,11.42125,101.3591667,9.25499,9.739,894.22,8.05,4.20445753028905
"63",157887,2023-01-01 10:22:00,7.135753333,11.4,101.2741667,9.28999,9.797,894.38,8.05,4.24052832099916
"64",157888,2023-01-01 10:32:00,7.137120833,11.37958333,101.1879167,9.19249,9.86,893.95,8.05,4.14055264145631
"65",157889,2023-01-01 10:42:00,7.138969583,11.37041667,101.2075,9.1225,9.913,894.12,8.05,4.06975892923964
"66",157890,2023-01-01 10:52:00,7.14242,11.3875,101.45375,9.25,9.963,893.96,8.05,4.19933149369008
"67",157891,2023-01-01 11:02:00,7.143331667,11.39,101.57125,9.2475,10.011,893.49,8.05,4.19676489815385
"68",157892,2023-01-01 11:12:00,7.145935417,11.39208333,101.6883333,9.14,10.06,893.18,8.05,4.0873838150898
"69",157893,2023-01-01 11:22:00,7.141404167,11.3575,101.47375,9.19499,10.11,893.93,8.05,4.14309637256163
"70",157894,2023-01-01 11:32:00,7.141235,11.37125,101.69125,9.11499,10.158,893.91,8.05,4.06221086796077
"71",157895,2023-01-01 11:42:00,7.141742917,11.37208333,101.7804167,9.1225,10.18,894.1,8.05,4.06975892923964
"72",157896,2023-01-01 11:52:00,7.142628333,11.34916667,101.655,9.1425,10.187,894.14,8.05,4.08990579285766
"73",157897,2023-01-01 12:02:00,7.144060833,11.33291667,101.5804167,9.17749,10.188,894.21,8.05,4.12531203701531
"74",157898,2023-01-01 12:12:00,7.14188625,11.33166667,101.63875,9.25499,10.188,894.12,8.05,4.20445753028905
"75",157899,2023-01-01 12:22:00,7.139725,11.32375,101.6241667,9.30249,10.199,893.99,8.05,4.25346026731273
"76",157900,2023-01-01 12:32:00,7.138305417,11.325,101.6895833,9.2475,10.212,894.07,8.05,4.19676489815385
"77",157901,2023-01-01 12:42:00,7.139933333,11.30333333,101.5341667,9.24249,10.235,894.12,8.05,4.1916245727177
"78",157902,2023-01-01 12:52:00,7.140831667,11.2925,101.4704167,9.2,10.255,894.47,8.05,4.14819713309361
"79",157903,2023-01-01 13:02:00,7.136040417,11.29791667,101.5370833,9.12,10.266,894.62,8.05,4.06724522363742
"80",157904,2023-01-01 13:12:00,7.1334625,11.30541667,101.6079167,9.08,10.255,894.7,8.05,4.02716637780378
"81",157905,2023-01-01 13:22:00,7.130480833,11.31416667,101.6804167,9.1675,10.245,894.66,8.05,4.11518250003402
"82",157906,2023-01-01 13:32:00,7.128814167,11.28583333,101.4108333,9.1225,10.226,894.31,8.05,4.06975892923964
"83",157907,2023-01-01 13:42:00,7.12998625,11.29541667,101.4729167,9.1225,10.196,894.47,8.05,4.06975892923964
"84",157908,2023-01-01 13:52:00,7.128957917,11.3075,101.5425,9.075,10.16,894.6,8.04,4.02217509405989
"85",157909,2023-01-01 14:02:00,7.130507083,11.31333333,101.5475,9.065,10.129,894.63,8.04,4.01220489540762
"86",157910,2023-01-01 14:12:00,7.131783333,11.3025,101.3916667,9.12,10.095,894.46,8.04,4.06724522363742
"87",157911,2023-01-01 14:22:00,7.13292875,11.30083333,101.3108333,9.065,10.053,894.5,8.04,4.01220489540762
"88",157912,2023-01-01 14:32:00,7.132473333,11.30666667,101.2870833,8.9375,10.015,894.36,8.04,3.88652667916107
"89",157913,2023-01-01 14:42:00,7.1257025,11.31125,101.2504167,9.075,9.946,894.62,8.04,4.02217509405989
"90",157914,2023-01-01 14:52:00,7.125129583,11.31916667,101.23625,8.94749,9.872,894.46,8.03,3.89627761791473
"91",157915,2023-01-01 15:02:00,7.126027917,11.32375,101.1866667,8.955,9.829,894.04,8.03,3.90361866445232
"92",157916,2023-01-01 15:12:00,7.121080417,11.33166667,101.16375,9,9.745,894.35,8.03,3.9478
"93",157917,2023-01-01 15:22:00,7.12035125,11.35041667,101.2358333,8.9975,9.681,894.56,8.02,3.94533676325749
"94",157918,2023-01-01 15:32:00,7.11490875,11.37458333,101.3483333,8.95,9.628,894.4,8.02,3.8987301222636
"95",157919,2023-01-01 15:42:00,7.114374583,11.36,101.1141667,8.8725,9.568,893.08,8.02,3.82348063673691
"96",157920,2023-01-01 15:52:00,7.112629583,11.36,101.0041667,8.91249,9.491,893.33,8.01,3.86218678782697
"97",157921,2023-01-01 16:02:00,7.11110625,11.3725,100.9995833,8.935,9.415,893.41,8.01,3.88408906008827
"98",157922,2023-01-01 16:12:00,7.112030417,11.4,101.1279167,8.86749,9.361,893.89,8.01,3.81864987456101
"99",157923,2023-01-01 16:22:00,7.1119525,11.41916667,101.1833333,8.8325,9.294,894.13,8.01,3.78502570577347
"100",157924,2023-01-01 16:32:00,7.111483333,11.41875,101.06875,8.825,9.24,894.1,8.01,3.77784440748158
"101",157925,2023-01-01 16:42:00,7.112329583,11.44458333,101.1845833,8.965,9.214,893.97,8.01,3.91340803788754
"102",157926,2023-01-01 16:52:00,7.10455625,11.43291667,100.9758333,8.8725,9.198,894.03,8.01,3.82348063673691
"103",157927,2023-01-01 17:02:00,7.108566667,11.44791667,101.0066667,8.9525,9.171,893.33,8,3.90117388143299
"104",157928,2023-01-01 17:12:00,7.114048333,11.44708333,100.9020833,8.9975,9.131,893.87,8.01,3.94533676325749
"105",157929,2023-01-01 17:22:00,7.118657917,11.46125,100.93,8.84,9.089,893.95,8,3.79221615674932
"106",157930,2023-01-01 17:32:00,7.12225125,11.47041667,100.9270833,8.995,9.043,894.07,8.01,3.94287455293488
"107",157931,2023-01-01 17:42:00,7.1222125,11.50666667,101.1708333,8.83749,9.007,894.09,8.01,3.78980873325858
"108",157932,2023-01-01 17:52:00,7.12384,11.515,101.1745833,8.92999,8.983,894.05,8,3.87920715010515
"109",157933,2023-01-01 18:02:00,7.121209583,11.51333333,101.0983333,9.00499,8.967,893.9,8,3.95271969010966
"110",157934,2023-01-01 18:12:00,7.120141667,11.50875,101.0033333,8.9575,8.967,893.99,8,3.90606447146452
"111",157935,2023-01-01 18:22:00,7.120310833,11.525,101.0979167,8.96249,8.972,893.8,8,3.91094936457697
"112",157936,2023-01-01 18:32:00,7.123279583,11.54375,101.2229167,8.9575,8.978,893.87,8,3.90606447146452
"113",157937,2023-01-01 18:42:00,7.123305417,11.55,101.2475,9,8.981,893.94,8,3.9478
"114",157938,2023-01-01 18:52:00,7.130557917,11.57208333,101.4129167,9.00749,8.985,893.83,8,3.95518600285969
"115",157939,2023-01-01 19:02:00,7.125596667,11.56375,101.3220833,8.95999,9.001,893.07,7.99,3.90850151324766
"116",157940,2023-01-01 19:12:00,7.129515833,11.57916667,101.4475,9.00499,9.006,893.67,7.99,3.95271969010966
"117",157941,2023-01-01 19:22:00,7.130935,11.55541667,101.2383333,8.95999,9.021,893.8,7.99,3.90850151324766
"118",157942,2023-01-01 19:32:00,7.134841667,11.57,101.3629167,9.03,9.027,893.87,8,3.97743895354541
"119",157943,2023-01-01 19:42:00,7.134763333,11.54583333,101.15125,9.00749,9.035,893.94,8,3.95518600285969
"120",157944,2023-01-01 19:52:00,7.134242917,11.55625,101.2520833,8.96249,9.049,893.96,8,3.91094936457697
"121",157945,2023-01-01 20:02:00,7.136639167,11.565,101.34375,9.0025,9.066,893.08,8,3.95026426330501
"122",157946,2023-01-01 20:12:00,7.137772083,11.57458333,101.4470833,8.96249,9.086,893.39,7.99,3.91094936457697
"123",157947,2023-01-01 20:22:00,7.139152083,11.54708333,101.2329167,9.0325,9.105,893.67,7.99,3.97991554671507
"124",157948,2023-01-01 20:32:00,7.139022083,11.54333333,101.22625,8.95999,9.13,893.58,8,3.90850151324766
"125",157949,2023-01-01 20:42:00,7.1455325,11.53958333,101.2195833,9.12999,9.152,893.67,8,4.07729617847802
"126",157950,2023-01-01 20:52:00,7.1480975,11.54333333,101.2791667,9.12999,9.174,893.67,8,4.07729617847802
"127",157951,2023-01-01 21:02:00,7.158045417,11.53041667,101.18625,9.1275,9.203,893.34,8,4.07478944116131
"128",157952,2023-01-01 21:12:00,7.158500833,11.52416667,101.155,9.1275,9.217,893.65,8.01,4.07478944116131
"129",157953,2023-01-01 21:22:00,7.155662083,11.54291667,101.3445833,9.0825,9.235,893.6,8.01,4.0296635662771
"130",157954,2023-01-01 21:32:00,7.15227625,11.51291667,101.1120833,9.13249,9.246,893.86,8.01,4.07981401489458
"131",157955,2023-01-01 21:42:00,7.15227625,11.52,101.2008333,9.08499,9.258,893.69,8.01,4.03215179107389
"132",157956,2023-01-01 21:52:00,7.152849167,11.50458333,101.0916667,9.08499,9.267,893.76,8.01,4.03215179107389
"133",157957,2023-01-01 22:02:00,7.1505575,11.48708333,100.96375,9.0825,9.267,893.85,8.01,4.0296635662771
"134",157958,2023-01-01 22:12:00,7.14808375,11.48208333,100.9458333,9.08,9.258,893.69,8.01,4.02716637780378
"135",157959,2023-01-01 22:22:00,7.148227083,11.50083333,101.1295833,9.08499,9.244,893.69,8.01,4.03215179107389
"136",157960,2023-01-01 22:32:00,7.1498675,11.47333333,100.91125,9.125,9.243,893.73,8.01,4.07227366836706
"137",157961,2023-01-01 22:42:00,7.147693333,11.46875,100.8933333,9.12999,9.252,893.68,8.01,4.07729617847802
"138",157962,2023-01-01 22:52:00,7.147068333,11.4525,100.7708333,9.125,9.266,893.77,8.01,4.07227366836706
"139",157963,2023-01-01 23:02:00,7.14255,11.45708333,100.8291667,9.12999,9.28,893.62,8.01,4.07729617847802
"140",157964,2023-01-01 23:12:00,7.14163875,11.44208333,100.70875,9.08499,9.283,893.85,8.01,4.03215179107389
"141",157965,2023-01-01 23:22:00,7.143976042,11.43833333,100.6866667,9.09,9.281,893.84,8.01,4.03716131980578
"142",157966,2023-01-01 23:32:00,7.140916458,11.45958333,100.88,9.0825,9.279,893.8,8.01,4.0296635662771
"143",157967,2023-01-01 23:42:00,7.139145625,11.445,100.7595833,9.09,9.277,893.97,8.01,4.03716131980578
"144",157968,2023-01-01 23:52:00,7.137465625,11.42958333,100.6254167,9.08499,9.278,894.08,8,4.03215179107389
"145",157969,2023-01-02 00:02:00,7.138129792,11.42875,100.6175,9.0825,9.278,894.01,8,4.0296635662771
"146",157970,2023-01-02 00:12:00,7.137270625,11.415,100.4925,9.1575,9.28,893.88,8,4.10505939222322
"147",157971,2023-01-02 00:22:00,7.134679375,11.40083333,100.36375,9.2325,9.28,893.95,8,4.18138717223452
"148",157972,2023-01-02 00:32:00,7.133793958,11.4225,100.5395833,9.2225,9.278,894.23,8,4.1711561515854
"149",157973,2023-01-02 00:42:00,7.135525625,11.39333333,100.26875,9.125,9.275,893.91,8,4.07227366836706
"150",157974,2023-01-02 00:52:00,7.133390208,11.4075,100.37875,9.0825,9.268,894.08,8,4.0296635662771
"151",157975,2023-01-02 01:02:00,7.131749792,11.40833333,100.3695833,9.12999,9.259,892.85,8,4.07729617847802
"152",157976,2023-01-02 01:12:00,7.129067292,11.41,100.3645833,9.08749,9.246,893.07,8,4.03465103807694
"153",157977,2023-01-02 01:22:00,7.126808333,11.41166667,100.355,9.13249,9.241,893.37,8,4.07981401489458
"154",157978,2023-01-02 01:32:00,7.129523125,11.41291667,100.3466667,9.12999,9.229,893.27,8,4.07729617847802
"155",157979,2023-01-02 01:42:00,7.126906042,11.43791667,100.54625,9.08749,9.209,893.44,8,4.03465103807694
"156",157980,2023-01-02 01:52:00,7.127179792,11.45375,100.6658333,9.1275,9.183,893.58,8,4.07478944116131
"157",157981,2023-01-02 02:02:00,7.125461042,11.45375,100.6445833,9.0975,9.154,894.01,8,4.04466835847723
"158",157982,2023-01-02 02:12:00,7.127062708,11.445,100.5416667,9.125,9.12,893.94,8.01,4.07227366836706
"159",157983,2023-01-02 02:22:00,7.127531875,11.45833333,100.6316667,9.07249,9.082,894,8.01,4.01967102419289
"160",157984,2023-01-02 02:32:00,7.125787292,11.43958333,100.4433333,9,9.057,894,8.01,3.9478
"161",157985,2023-01-02 02:42:00,7.122818542,11.46916667,100.6741667,9.00499,9.038,893.9,8.01,3.95271969010966
"162",157986,2023-01-02 02:52:00,7.126607708,11.45125,100.4879167,9.0825,9.033,893.64,8.01,4.0296635662771
"163",157987,2023-01-02 03:02:00,7.129055625,11.45416667,100.4841667,9.13249,9.041,892.78,8.01,4.07981401489458
"164",157988,2023-01-02 03:12:00,7.130917708,11.45625,100.4775,9.0775,9.049,893.16,8.01,4.02467022044536
"165",157989,2023-01-02 03:22:00,7.132649375,11.44916667,100.385,8.985,9.057,893.07,8.01,3.93303597299112
"166",157990,2023-01-02 03:32:00,7.133332917,11.45208333,100.3754167,9.0025,9.047,893.42,8.01,3.95026426330501
"167",157991,2023-01-02 03:42:00,7.13704375,11.45458333,100.3641667,9.00499,9.011,893.45,8.01,3.95271969010966
"168",157992,2023-01-02 03:52:00,7.13565,11.45541667,100.3466667,9.0125,8.994,893.46,8.01,3.96013158500111
"169",157993,2023-01-02 04:02:00,7.138240833,11.46166667,100.3783333,9.05249,8.981,893.45,8.01,3.99975538559175
"170",157994,2023-01-02 04:12:00,7.13744625,11.4875,100.5920833,9.0025,8.97,893.49,8.01,3.95026426330501
"171",157995,2023-01-02 04:22:00,7.137889167,11.48083333,100.5204167,9.02249,8.959,893.68,8.01,3.97000545112797
"172",157996,2023-01-02 04:32:00,7.136743333,11.49958333,100.6758333,8.96249,8.956,893.63,8.01,3.91094936457697
"173",157997,2023-01-02 04:42:00,7.135167917,11.49416667,100.62625,9.08499,8.968,893.5,8.01,4.03215179107389
"174",157998,2023-01-02 04:52:00,7.1285925,11.50083333,100.6816667,9.07249,8.969,893.43,8.01,4.01967102419289
"175",157999,2023-01-02 05:02:00,7.119894583,11.51,100.7645833,9.0025,8.965,892.6,8.01,3.95026426330501
"176",158000,2023-01-02 05:12:00,7.112446667,11.49708333,100.65125,8.9675,8.962,892.95,8.01,3.9158579423003
"177",158001,2023-01-02 05:22:00,7.103084583,11.49541667,100.6454167,9.1275,8.978,892.99,8.01,4.07478944116131
"178",158002,2023-01-02 05:32:00,7.096483333,11.48458333,100.5541667,9.11499,9,892.8,8.01,4.06221086796077
"179",158003,2023-01-02 05:42:00,7.094985833,11.48583333,100.5670833,9.0975,9.029,893.06,8.01,4.04466835847723
"180",158004,2023-01-02 05:52:00,7.097277917,11.49708333,100.66125,9.08499,9.054,892.94,8.01,4.03215179107389
"181",158005,2023-01-02 06:02:00,7.09677,11.49541667,100.6445833,9.1275,9.084,892.98,8.01,4.07478944116131
"182",158006,2023-01-02 06:12:00,7.097173333,11.48041667,100.50625,9.12999,9.099,893.17,8.01,4.07729617847802
"183",158007,2023-01-02 06:22:00,7.095896667,11.49291667,100.6183333,9.12999,9.107,893.25,8.01,4.07729617847802
"184",158008,2023-01-02 06:32:00,7.098956667,11.49666667,100.655,9.12999,9.113,893.13,8.01,4.07729617847802
"185",158009,2023-01-02 06:42:00,7.100922917,11.49875,100.6766667,9.08499,9.113,893.16,8.01,4.03215179107389
"186",158010,2023-01-02 06:52:00,7.106521667,11.51166667,100.8029167,9.12999,9.099,893.16,8.01,4.07729617847802
"187",158011,2023-01-02 07:02:00,7.114217083,11.49166667,100.6408333,9.065,9.085,893.33,8.01,4.01220489540762
"188",158012,2023-01-02 07:12:00,7.114139167,11.51583333,100.8683333,8.935,9.065,893.42,8.01,3.88408906008827
"189",158013,2023-01-02 07:22:00,7.11700375,11.51541667,100.88375,9.12999,9.055,893.35,8.01,4.07729617847802
"190",158014,2023-01-02 07:32:00,7.117784583,11.5175,100.9270833,9.125,9.046,893.3,8.01,4.07227366836706
"191",158015,2023-01-02 07:42:00,7.114334583,11.51958333,100.9720833,9.09999,9.044,893.2,8.01,4.04716274903092
"192",158016,2023-01-02 07:52:00,7.112615417,11.50791667,100.9008333,9.12,9.047,893.19,8.02,4.06724522363742
"193",158017,2023-01-02 08:02:00,7.113435833,11.52041667,101.0483333,9.08499,9.058,893.12,8.02,4.03215179107389
"194",158018,2023-01-02 08:12:00,7.11341,11.52125,101.0941667,9.05249,9.072,893.1,8.02,3.99975538559175
"195",158019,2023-01-02 08:22:00,7.113319167,11.51625,101.08625,9.0775,9.082,892.97,8.02,4.02467022044536
"196",158020,2023-01-02 08:32:00,7.111300833,11.50458333,101.025,9.125,9.093,892.98,8.02,4.07227366836706
"197",158021,2023-01-02 08:42:00,7.1144775,11.50666667,101.0879167,9.08499,9.111,892.94,8.03,4.03215179107389
"198",158022,2023-01-02 08:52:00,7.11394375,11.50291667,101.0966667,9.13249,9.145,892.8,8.03,4.07981401489458
"199",158023,2023-01-02 09:02:00,7.115050417,11.51333333,101.2325,9.205,9.185,891.7,8.03,4.15329186824201
"200",158024,2023-01-02 09:12:00,7.124607917,11.50375,101.1995833,9.25499,9.227,891.72,8.03,4.20445753028905
"201",158025,2023-01-02 09:22:00,7.132785417,11.51791667,101.3725,9.25999,9.279,891.78,8.04,4.20959799935647
"202",158026,2023-01-02 09:32:00,7.142759583,11.52708333,101.5104167,9.35249,9.331,891.86,8.04,4.30544914556918
"203",158027,2023-01-02 09:42:00,7.1510925,11.51458333,101.4666667,9.31749,9.379,891.81,8.04,4.26901304558341
"204",158028,2023-01-02 09:52:00,7.153697083,11.52916667,101.6608333,9.25749,9.424,891.7,8.04,4.2070272442508
"205",158029,2023-01-02 10:02:00,7.15373625,11.51458333,101.6008333,9.38249,9.467,891.76,8.04,4.33684332351639
"206",158030,2023-01-02 10:12:00,7.15230375,11.52791667,101.7991667,9.345,9.51,891.67,8.05,4.29763458319802
"207",158031,2023-01-02 10:22:00,7.154035417,11.50291667,101.65875,9.25499,9.542,891.72,8.05,4.20445753028905
"208",158032,2023-01-02 10:32:00,7.155597917,11.50041667,101.7216667,9.31,9.573,891.79,8.05,4.26124232656071
"209",158033,2023-01-02 10:42:00,7.154595833,11.48541667,101.6804167,9.3725,9.608,891.7,8.05,4.32637231217523
"210",158034,2023-01-02 10:52:00,7.15595,11.46666667,101.6095833,9.33499,9.653,891.43,8.05,4.28720548100321
"211",158035,2023-01-02 11:02:00,7.153189583,11.46916667,101.7304167,9.3425,9.702,890.86,8.05,4.29502834149881
"212",158036,2023-01-02 11:12:00,7.145572083,11.45791667,101.7258333,9.36,9.736,889.87,8.05,4.31329400540779
"213",158037,2023-01-02 11:22:00,7.141184167,11.44625,101.72,9.17,9.775,889.98,8.05,4.11771586681148
"214",158038,2023-01-02 11:32:00,7.138502083,11.43875,101.74375,9.2525,9.809,890.1,8.05,4.20189912994896
"215",158039,2023-01-02 11:42:00,7.13835875,11.42666667,101.7179167,9.2925,9.852,890.1,8.06,4.2431229630664
"216",158040,2023-01-02 11:52:00,7.138749167,11.40041667,101.5675,9.205,9.897,890.23,8.06,4.15329186824201
"217",158041,2023-01-02 12:02:00,7.139621667,11.39083333,101.55125,9.285,9.956,890.26,8.06,4.2353731710357
"218",158042,2023-01-02 12:12:00,7.144270417,11.37958333,101.5108333,9.08,10.011,890.22,8.06,4.02716637780378
"219",158043,2023-01-02 12:22:00,7.144439583,11.395,101.7029167,9.205,10.052,890.4,8.06,4.15329186824201
"220",158044,2023-01-02 12:32:00,7.143619167,11.3725,101.5470833,9.2475,10.084,890.4,8.06,4.19676489815385
"221",158045,2023-01-02 12:42:00,7.139452083,11.36625,101.5295833,9.205,10.107,890.77,8.06,4.15329186824201
"222",158046,2023-01-02 12:52:00,7.1415875,11.36166667,101.5241667,9.2525,10.113,890.81,8.05,4.20189912994896
"223",158047,2023-01-02 13:02:00,7.14223875,11.34458333,101.3995833,8.995,10.098,890.01,8.05,3.94287455293488
"224",158048,2023-01-02 13:12:00,7.14317625,11.33791667,101.3645833,9.12999,10.072,890.67,8.05,4.07729617847802
"225",158049,2023-01-02 13:22:00,7.137147083,11.33041667,101.3158333,9.02249,10.046,891.28,8.04,3.97000545112797
"226",158050,2023-01-02 13:32:00,7.128774583,11.31958333,101.2345833,9.1225,10.019,891.53,8.04,4.06975892923964
"227",158051,2023-01-02 13:42:00,7.126977917,11.31541667,101.20125,8.96249,9.984,891.7,8.04,3.91094936457697
"228",158052,2023-01-02 13:52:00,7.128136667,11.31166667,101.1595833,9.0475,9.947,891.57,8.04,3.99479670741445
"229",158053,2023-01-02 14:02:00,7.127277083,11.29375,100.985,9,9.92,891.63,8.04,3.9478
"230",158054,2023-01-02 14:12:00,7.126105417,11.27916667,100.8308333,9.05499,9.911,891.63,8.04,4.00224123549358
"231",158055,2023-01-02 14:22:00,7.130715,11.26458333,100.6716667,9.015,9.889,891.66,8.04,3.96260098325674
